layer,feature,odds_ratio,freq_diff,abl_vsr,abl_ctrl,abl_vqa,delta_vsr,delta_ctrl,delta_vqa,vsr_total,ctrl_total,vqa_total
7,2509,0.0,0.0,51.24999999999999,51.76470588235295,63.6,0.2499999999999929,2.352941176470594,0.0,2000,85,500
21,14835,0.0,0.0,50.949999999999996,55.294117647058826,63.0,-0.05000000000000426,5.882352941176471,-0.6000000000000014,2000,85,500
16,14236,0.0,0.0,50.64999999999999,50.588235294117645,64.0,-0.3500000000000085,1.17647058823529,0.3999999999999986,2000,85,500
11,6096,0.0,0.0,50.64999999999999,48.23529411764706,63.6,-0.3500000000000085,-1.176470588235297,0.0,2000,85,500
11,12860,0.0,0.0,50.949999999999996,55.294117647058826,63.6,-0.05000000000000426,5.882352941176471,0.0,2000,85,500
24,7247,0.0,0.0,52.0,51.76470588235295,63.4,1.0,2.352941176470594,-0.20000000000000284,2000,85,500
22,11226,0.0,0.0,51.24999999999999,48.23529411764706,62.2,0.2499999999999929,-1.176470588235297,-1.3999999999999986,2000,85,500
25,11792,0.0,0.0,51.4,50.588235294117645,64.2,0.3999999999999986,1.17647058823529,0.6000000000000014,2000,85,500
25,15646,0.0,0.0,52.15,50.588235294117645,63.2,1.1499999999999986,1.17647058823529,-0.3999999999999986,2000,85,500
25,11365,0.0,0.0,50.24999999999999,42.35294117647059,62.2,-0.7500000000000071,-7.058823529411768,-1.3999999999999986,2000,85,500
10,3489,0.0,0.0,51.449999999999996,47.05882352941176,62.4,0.44999999999999574,-2.352941176470594,-1.2000000000000028,2000,85,500
22,13088,0.0,0.0,51.2,45.88235294117647,62.6,0.20000000000000284,-3.529411764705884,-1.0,2000,85,500
9,38,0.0,0.0,51.0,45.88235294117647,63.0,0.0,-3.529411764705884,-0.6000000000000014,2000,85,500
25,9026,0.0,0.0,51.05,47.05882352941176,63.0,0.04999999999999716,-2.352941176470594,-0.6000000000000014,2000,85,500
24,9992,0.0,0.0,51.449999999999996,48.23529411764706,63.2,0.44999999999999574,-1.176470588235297,-0.3999999999999986,2000,85,500
22,10428,0.0,0.0,51.15,56.470588235294116,62.8,0.14999999999999858,7.058823529411761,-0.8000000000000043,2000,85,500
11,1814,0.0,0.0,51.05,48.23529411764706,63.0,0.04999999999999716,-1.176470588235297,-0.6000000000000014,2000,85,500
25,8226,0.0,0.0,51.300000000000004,52.94117647058824,63.4,0.30000000000000426,3.529411764705884,-0.20000000000000284,2000,85,500
24,2539,0.0,0.0,51.349999999999994,47.05882352941176,63.0,0.3499999999999943,-2.352941176470594,-0.6000000000000014,2000,85,500
10,8661,0.0,0.0,50.4,45.88235294117647,62.2,-0.6000000000000014,-3.529411764705884,-1.3999999999999986,2000,85,500
9,3884,0.0,0.0,50.449999999999996,41.17647058823529,59.8,-0.5500000000000043,-8.235294117647065,-3.8000000000000043,2000,85,500
25,538,0.0,0.0,50.9,49.411764705882355,62.8,-0.10000000000000142,0.0,-0.8000000000000043,2000,85,500
24,8269,0.0,0.0,50.24999999999999,58.82352941176471,59.599999999999994,-0.7500000000000071,9.411764705882355,-4.000000000000007,2000,85,500
10,3870,0.0,0.0,51.5,48.23529411764706,62.8,0.5,-1.176470588235297,-0.8000000000000043,2000,85,500
24,11097,0.0,0.0,51.6,45.88235294117647,62.6,0.6000000000000014,-3.529411764705884,-1.0,2000,85,500
9,11613,0.0,0.0,51.2,45.88235294117647,60.8,0.20000000000000284,-3.529411764705884,-2.8000000000000043,2000,85,500
23,14757,0.0,0.0,52.1,56.470588235294116,64.8,1.1000000000000014,7.058823529411761,1.1999999999999957,2000,85,500
19,4615,0.0,0.0,52.0,47.05882352941176,61.6,1.0,-2.352941176470594,-2.0,2000,85,500
24,10822,0.0,0.0,51.2,49.411764705882355,63.2,0.20000000000000284,0.0,-0.3999999999999986,2000,85,500
24,14403,0.0,0.0,50.64999999999999,52.94117647058824,63.0,-0.3500000000000085,3.529411764705884,-0.6000000000000014,2000,85,500
3,5013,0.0,0.0,51.15,48.23529411764706,61.8,0.14999999999999858,-1.176470588235297,-1.8000000000000043,2000,85,500
25,9393,0.0,0.0,52.400000000000006,58.82352941176471,64.2,1.4000000000000057,9.411764705882355,0.6000000000000014,2000,85,500
