layer,feature,c_vqa,n_vqa,c_vsr,n_vsr,freq_vqa,freq_vsr,freq_diff,odds_ratio,p_raw,p_adj
15,8875,2569,50000,3092,7529,0.05138,0.410678708991898,0.35929870899189803,12.866138832369053,0.0,0.0
12,8222,316,50000,566,7529,0.00632,0.07517598618674459,0.06885598618674459,12.780548904971486,2.1377851418143392e-278,8.715305444067754e-277
24,3809,45711,50000,7474,7529,0.91422,0.9926949130030549,0.07847491300305487,12.750456325412026,5.628210661265647e-193,1.7247159846979247e-191
24,10124,5157,50000,4476,7529,0.10314,0.594501261787754,0.49136126178775397,12.748550286798649,0.0,0.0
24,2835,2955,50000,3345,7529,0.0591,0.44428210917784566,0.3851821091778457,12.728007832594074,0.0,0.0
25,9373,4568,50000,4226,7529,0.09136,0.5612963208925488,0.4699363208925488,12.724967431295543,0.0,0.0
16,15479,3400,50000,3622,7529,0.068,0.481073183689733,0.413073183689733,12.706093136000241,0.0,0.0
22,14412,28698,50000,7113,7529,0.57396,0.9447469783503786,0.37078697835037855,12.691946336383667,0.0,0.0
13,5470,511,50000,871,7529,0.01022,0.11568601407889494,0.10546601407889494,12.66957778967844,0.0,0.0
22,11913,31466,50000,7194,7529,0.62932,0.955505379200425,0.326185379200425,12.648914203532645,0.0,0.0
20,8599,10855,50000,5858,7529,0.2171,0.7780581750564484,0.5609581750564484,12.642104825013693,0.0,0.0
3,12539,47518,50000,7498,7529,0.95036,0.9958825873289946,0.04552258732899461,12.63360709490054,6.779804020361064e-111,1.3608293058519002e-109
3,1082,12667,50000,6104,7529,0.25334,0.8107318368973303,0.5573918368973303,12.624633534574574,0.0,0.0
20,12736,46187,50000,7480,7529,0.92374,0.9934918315845398,0.06975183158453979,12.602379943468499,1.1150122966899923e-170,3.098352238703129e-169
19,9606,45130,50000,7465,7529,0.9026,0.9914995351308274,0.08889953513082749,12.586745928428982,8.621941437591075e-219,2.9080040390742647e-217
20,13693,993,50000,1529,7529,0.01986,0.20308141851507505,0.18322141851507506,12.576653742866734,0.0,0.0
10,13185,235,50000,420,7529,0.0047,0.055784300703944745,0.05108430070394474,12.511141106718185,1.5605830422298021e-205,5.023678732420615e-204
13,6234,47470,50000,7497,7529,0.9494,0.9957497675654138,0.04634976756541376,12.486445386559932,1.1762067263522257e-112,2.387180171129766e-111
21,3745,49508,50000,7523,7529,0.99016,0.9992030814185151,0.009043081418515064,12.460329643693948,9.165030562316189e-23,7.456371999728227e-22
10,3581,49427,50000,7522,7529,0.98854,0.9990702616549343,0.010530261654934314,12.457349800138156,2.6058901959051196e-26,2.2656751285079015e-25
13,2331,538,50000,898,7529,0.01076,0.1192721476955771,0.1085121476955771,12.450497522339312,0.0,0.0
24,1686,45806,50000,7474,7529,0.91612,0.9926949130030549,0.07657491300305486,12.442179468350712,2.895259007601844e-187,8.667139937415769e-186
18,12059,49509,50000,7523,7529,0.99018,0.9992030814185151,0.009023081418515155,12.434752603903668,1.043228322447026e-22,8.477491343340912e-22
22,7888,14460,50000,6285,7529,0.2892,0.8347722141054589,0.5455722141054589,12.417496097450334,0.0,0.0
24,7358,2278,50000,2801,7529,0.04556,0.37202815778987913,0.32646815778987914,12.410822306799831,0.0,0.0
22,13122,1033,50000,1561,7529,0.02066,0.2073316509496613,0.1866716509496613,12.398731764635656,0.0,0.0
18,14270,510,50000,852,7529,0.0102,0.11316243857085935,0.10296243857085935,12.382419015232273,0.0,0.0
12,6433,1844,50000,2421,7529,0.03688,0.32155664762916725,0.2846766476291672,12.377512965073713,0.0,0.0
6,7424,8365,50000,5365,7529,0.1673,0.7125780316111038,0.5452780316111038,12.339713985192683,0.0,0.0
3,662,3539,50000,3644,7529,0.07078,0.48399521848851107,0.41321521848851106,12.313891867890172,0.0,0.0
13,9385,1211,50000,1762,7529,0.02422,0.2340284234294063,0.2098084234294063,12.309310483620967,0.0,0.0
25,7128,16423,50000,6456,7529,0.32846,0.8574843936777793,0.5290243936777793,12.301361960322165,0.0,0.0
15,9225,1530,50000,2105,7529,0.0306,0.27958560233762786,0.24898560233762787,12.294588804056529,0.0,0.0
15,6066,464,50000,777,7529,0.00928,0.10320095630229778,0.09392095630229778,12.285463310998528,0.0,0.0
14,8958,378,50000,644,7529,0.00756,0.08553592774604861,0.07797592774604861,12.27903924258318,1.45142304415995e-310,6.390521902257693e-309
17,1262,49438,50000,7522,7529,0.98876,0.9990702616549343,0.010310261654934316,12.215484907503193,1.0835073786529018e-25,9.310085670245234e-25
20,3583,2116,50000,2639,7529,0.04232,0.3505113560897862,0.30819135608978615,12.21252005365682,0.0,0.0
25,13943,4832,50000,4259,7529,0.09664,0.5656793730907159,0.4690393730907159,12.174855702047513,0.0,0.0
24,3982,1545,50000,2105,7529,0.0309,0.27958560233762786,0.24868560233762785,12.171456000420044,0.0,0.0
19,1070,47096,50000,7491,7529,0.94192,0.9949528489839288,0.05303284898392879,12.155386981127014,2.5597317154969327e-128,5.7002705582845175e-127
9,6262,870,50000,1333,7529,0.0174,0.17704874485323416,0.15964874485323416,12.149160006826799,0.0,0.0
6,15730,42798,50000,7426,7529,0.85596,0.9863195643511754,0.13035956435117535,12.132417947123017,2e-323,9e-322
12,11246,11148,50000,5847,7529,0.22296,0.7765971576570594,0.5536371576570593,12.115002899055279,0.0,0.0
12,11778,1829,50000,2369,7529,0.03658,0.31465001992296454,0.27807001992296454,12.091698666191972,0.0,0.0
20,16048,44921,50000,7459,7529,0.89842,0.9907026165493426,0.09228261654934256,12.047900282082512,2.4545982199076487e-225,8.471356786106618e-224
9,2125,3005,50000,3275,7529,0.0601,0.4349847257271882,0.37488472572718823,12.039847785425795,0.0,0.0
17,14007,3863,50000,3776,7529,0.07726,0.5015274272811795,0.4242674272811795,12.016502045580724,0.0,0.0
22,10652,45676,50000,7470,7529,0.91352,0.9921636339487315,0.07864363394873153,11.985777495432085,5.793837847550574e-191,1.7595225077714293e-189
10,4123,1435,50000,1966,7529,0.0287,0.2611236551998937,0.23242365519989372,11.960406643947286,0.0,0.0
12,5405,394,50000,653,7529,0.00788,0.086731305618276,0.078851305618276,11.956809235684776,5.0160188911935e-311,2.211263366807583e-309
21,1912,16745,50000,6454,7529,0.3349,0.8572187541506177,0.5223187541506177,11.923185400709688,0.0,0.0
20,13394,439,50000,719,7529,0.00878,0.09549741001461018,0.08671741001461018,11.919480263179901,0.0,0.0
15,9942,17403,50000,6503,7529,0.34806,0.8637269225660779,0.5156669225660779,11.871891136154407,0.0,0.0
11,9238,291,50000,489,7529,0.00582,0.06494886439102139,0.05912886439102139,11.865286726804124,3.8965073480812074e-233,1.3814813035081357e-231
21,8799,47376,50000,7494,7529,0.94752,0.9953513082746712,0.04783130827467119,11.859082356346795,4.684329160972639e-115,9.651507972468046e-114
17,16296,35326,50000,7274,7529,0.70652,0.9661309602868907,0.2596109602868907,11.849149157483296,0.0,0.0
10,8201,8141,50000,5249,7529,0.16282,0.6971709390357285,0.5343509390357285,11.837304514510697,0.0,0.0
12,6050,526,50000,839,7529,0.01052,0.11143578164430867,0.10091578164430867,11.79579248296362,0.0,0.0
25,4020,46620,50000,7483,7529,0.9324,0.9938902908752822,0.06149029087528224,11.794033163598382,4.1896344265694935e-148,1.0411371086033015e-146
16,13125,9727,50000,5569,7529,0.19454,0.7396732633815912,0.5451332633815913,11.764032421851233,0.0,0.0
12,12194,3951,50000,3766,7529,0.07902,0.5001992296453712,0.42117922964537124,11.664315852181517,0.0,0.0
25,11822,631,50000,976,7529,0.01262,0.12963208925488112,0.11701208925488113,11.652916134515035,0.0,0.0
7,14723,1330,50000,1818,7529,0.0266,0.24146633018993227,0.2148663301899323,11.64907453364632,0.0,0.0
10,5978,20557,50000,6704,7529,0.41114,0.8904236950458229,0.47928369504582286,11.638643888906087,0.0,0.0
15,2094,906,50000,1330,7529,0.01812,0.1766502855624917,0.1585302855624917,11.625997499418656,0.0,0.0
18,13962,49541,50000,7523,7529,0.99082,0.9992030814185151,0.00838308141851507,11.616832522557074,6.485250737084282e-21,5.079453280109787e-20
12,14604,790,50000,1182,7529,0.0158,0.1569929605525302,0.1411929605525302,11.600461096940048,0.0,0.0
21,6742,5503,50000,4418,7529,0.11006,0.5867977155000664,0.47673771550006644,11.483041102094862,0.0,0.0
25,5485,3513,50000,3496,7529,0.07026,0.4643378934785496,0.3940778934785496,11.470875665737738,0.0,0.0
16,1664,14420,50000,6195,7529,0.2884,0.822818435383185,0.534418435383185,11.458457664371698,0.0,0.0
14,13631,6290,50000,4686,7529,0.1258,0.6223934121397264,0.4965934121397264,11.453957982314524,0.0,0.0
10,15243,49176,50000,7518,7529,0.98352,0.998538982600611,0.015018982600611075,11.45206087226585,2.0632538083863173e-36,2.099799580265277e-35
23,1804,3564,50000,3520,7529,0.07128,0.4675255678044893,0.3962455678044893,11.439939149259844,0.0,0.0
24,6605,10281,50000,5626,7529,0.20562,0.747243989905698,0.5416239899056979,11.421519515998753,0.0,0.0
19,1228,4210,50000,3848,7529,0.0842,0.5110904502589986,0.4268904502589986,11.369930070381319,0.0,0.0
9,16079,2612,50000,2900,7529,0.05224,0.3851773143843804,0.3329373143843804,11.365957408798714,0.0,0.0
15,2860,49700,50000,7525,7529,0.994,0.9994687209456767,0.005468720945676742,11.355633802816902,5.389741462975663e-14,3.5678445204646777e-13
14,4672,49701,50000,7525,7529,0.99402,0.9994687209456767,0.005448720945676722,11.317553972757088,6.126000984674093e-14,4.04830580266426e-13
25,5945,27995,50000,7040,7529,0.5599,0.9350511356089786,0.3751511356089786,11.31630648330059,0.0,0.0
14,10422,635,50000,956,7529,0.0127,0.12697569398326472,0.11427569398326472,11.306799110175126,0.0,0.0
17,12334,667,50000,998,7529,0.01334,0.13255412405365918,0.11921412405365918,11.302188593346873,0.0,0.0
23,2811,45904,50000,7470,7529,0.91808,0.9921636339487315,0.07408363394873152,11.297387030265078,2.242796786121323e-177,6.421963743625097e-176
22,16101,662,50000,991,7529,0.01324,0.13162438570859344,0.11838438570859344,11.296718048055569,0.0,0.0
20,9072,22924,50000,6816,7529,0.45848,0.9052995085668748,0.4468195085668748,11.291045501165753,0.0,0.0
24,4427,1005,50000,1406,7529,0.0201,0.18674458759463408,0.16664458759463407,11.194553120401585,0.0,0.0
20,2733,47184,50000,7489,7529,0.94368,0.9946872094567671,0.05100720945676718,11.173821634452358,3.4293665808669286e-121,7.338400028050523e-120
13,12473,5646,50000,4420,7529,0.11292,0.5870633550272281,0.47414335502722804,11.168464436604754,0.0,0.0
24,11557,3784,50000,3595,7529,0.07568,0.47748705007305087,0.40180705007305084,11.1610683035412,0.0,0.0
21,9959,45603,50000,7464,7529,0.91206,0.9913667153672466,0.07930671536724665,11.071878874365552,2.5002854344868396e-189,7.549486748826495e-188
17,11094,49563,50000,7523,7529,0.99126,0.9992030814185151,0.007943081418515074,11.055125126942814,1.0898943723408696e-19,8.317235483111033e-19
13,10677,11555,50000,5787,7529,0.2311,0.7686279718422101,0.5375279718422101,11.052874710427492,0.0,0.0
0,15628,49205,50000,7518,7529,0.9841,0.998538982600611,0.01443898260061105,11.042503071565159,8.657303658739002e-35,8.61189744241243e-34
4,14652,555,50000,830,7529,0.0111,0.11024040377208129,0.09914040377208129,11.038181038181039,0.0,0.0
12,13054,760,50000,1095,7529,0.0152,0.1454376411209988,0.1302376411209988,11.026495754462314,0.0,0.0
23,14254,2741,50000,2932,7529,0.05482,0.3894275468189667,0.3346075468189667,10.996765255515767,0.0,0.0
20,5893,46015,50000,7470,7529,0.9203,0.9921636339487315,0.07186363394873152,10.964718579240005,8.189396882204886e-171,2.2777174467675413e-169
23,13106,47439,50000,7492,7529,0.94878,0.9950856687475096,0.04630566874750963,10.9312568117349,1.981077684794546e-109,3.938890998737549e-108
7,10553,11723,50000,5797,7529,0.23446,0.7699561694780184,0.5354961694780184,10.92834859681497,0.0,0.0
23,2377,13801,50000,6068,7529,0.27602,0.8059503254084208,0.5299303254084209,10.893849561338317,0.0,0.0
24,10657,820,50000,1157,7529,0.0164,0.1536724664630097,0.1372724664630097,10.890109932172768,0.0,0.0
15,14622,4282,50000,3801,7529,0.08564,0.5048479213707,0.4192079213707,10.885854525280994,0.0,0.0
15,2672,2316,50000,2596,7529,0.04632,0.34480010625581087,0.2984801062558109,10.83496959429061,0.0,0.0
15,15271,44045,50000,7436,7529,0.8809,0.9876477619869837,0.10674776198698366,10.810395526569234,7.658202588094887e-256,2.932115559308837e-254
19,15007,40656,50000,7372,7529,0.81312,0.9791472971178111,0.16602729711781117,10.791799206390984,0.0,0.0
20,1778,49503,50000,7522,7529,0.99006,0.9990702616549343,0.009010261654934237,10.78847746601216,4.6191550780698945e-22,3.7060424092675745e-21
18,2919,43999,50000,7435,7529,0.87998,0.9875149422234029,0.10753494222340287,10.787826173999118,1.1130878138168747e-257,4.2821060171675934e-256
23,9884,13438,50000,6012,7529,0.26876,0.7985124186478948,0.5297524186478948,10.782729207886842,0.0,0.0
24,9737,2909,50000,3010,7529,0.05818,0.39978748837827066,0.34160748837827065,10.782472172990081,0.0,0.0
16,9057,1562,50000,1934,7529,0.03124,0.2568734227653075,0.2256334227653075,10.71917971391596,0.0,0.0
24,12908,1177,50000,1543,7529,0.02354,0.20494089520520653,0.18140089520520652,10.692449615514649,0.0,0.0
8,3347,48282,50000,7504,7529,0.96564,0.9966795059104795,0.031039505910479437,10.680478853402924,4.7440310833831214e-73,7.141428146949875e-72
18,5800,49441,50000,7521,7529,0.98882,0.9989374418913535,0.01011744189135344,10.62943457858862,1.5140582231530962e-24,1.2734004188269237e-23
15,7910,495,50000,723,7529,0.0099,0.09602868906893346,0.08612868906893345,10.624052752028067,0.0,0.0
6,14657,15553,50000,6229,7529,0.31106,0.827334307344933,0.516274307344933,10.612365806250587,0.0,0.0
25,4339,2771,50000,2889,7529,0.05542,0.3837162969849914,0.3282962969849914,10.612111042322578,0.0,0.0
20,6736,692,50000,973,7529,0.01384,0.12923362996413867,0.11539362996413867,10.575117176341136,0.0,0.0
8,6194,49582,50000,7523,7529,0.99164,0.9992030814185151,0.0075630814185151385,10.570415338899869,1.2309659763422946e-18,9.173754556791392e-18
17,3412,19811,50000,6578,7529,0.39622,0.8736884048346394,0.47746840483463937,10.540365762448832,0.0,0.0
23,11704,44247,50000,7437,7529,0.88494,0.9877805817505645,0.10284058175056454,10.51043033131207,1.5946751738613306e-244,5.871778971926226e-243
15,9678,2215,50000,2464,7529,0.0443,0.3272678974631425,0.2829678974631425,10.494919544789074,0.0,0.0
11,360,44149,50000,7435,7529,0.88298,0.9875149422234029,0.10453494222340287,10.482439061533887,1.5053063528376603e-248,5.6199511078632586e-247
19,13684,1388,50000,1733,7529,0.02776,0.2301766502855625,0.2024166502855625,10.47186920125775,0.0,0.0
18,7649,1786,50000,2102,7529,0.03572,0.27918714304688536,0.24346714304688535,10.455976514920318,0.0,0.0
7,10482,16710,50000,6324,7529,0.3342,0.8399521848851109,0.505752184885111,10.455436280608177,0.0,0.0
20,6635,10696,50000,5568,7529,0.21392,0.7395404436180104,0.5256204436180104,10.433667434951639,0.0,0.0
18,8172,32462,50000,7158,7529,0.64924,0.9507238677115155,0.3014838677115155,10.423716155949956,0.0,0.0
3,5610,8903,50000,5216,7529,0.17806,0.6927878868375614,0.5147278868375614,10.409639677556626,0.0,0.0
21,10798,12719,50000,5872,7529,0.25438,0.7799176517465799,0.52553765174658,10.38719116041687,0.0,0.0
6,3976,45749,50000,7462,7529,0.91498,0.991101075840085,0.07612107584008498,10.348798750351937,9.346741679485335e-179,2.693156390417939e-177
24,5324,42111,50000,7395,7529,0.84222,0.98220215168017,0.13998215168017003,10.338553545586876,0.0,0.0
13,14352,11646,50000,5709,7529,0.23292,0.7582680302829061,0.5253480302829061,10.330528333078565,0.0,0.0
0,16310,44018,50000,7431,7529,0.88036,0.9869836631690796,0.10662366316907956,10.30474592490456,1.1081879656925902e-252,4.19357148776399e-251
10,14933,436,50000,624,7529,0.00872,0.0828795324744322,0.07415953247443219,10.273082263218383,3.2396361941519424e-276,1.3114446303617038e-274
25,332,40093,50000,7352,7529,0.80186,0.9764909018461947,0.17463090184619467,10.26374470316965,0.0,0.0
11,4054,3801,50000,3447,7529,0.07602,0.4578297250630894,0.3818097250630894,10.263677291143244,0.0,0.0
17,645,23216,50000,6766,7529,0.46432,0.8986585203878337,0.43433852038783366,10.230467892618007,0.0,0.0
20,4714,34196,50000,7203,7529,0.68392,0.9567007570726525,0.2727807570726525,10.211452636443685,0.0,0.0
10,5817,2190,50000,2396,7529,0.0438,0.3182361535396467,0.2744361535396467,10.190375286778096,0.0,0.0
6,1622,8851,50000,5170,7529,0.17702,0.6866781777128437,0.5096581777128437,10.188952719146796,0.0,0.0
25,9703,44354,50000,7436,7529,0.88708,0.9876477619869837,0.1005677619869837,10.178048457643563,4.1588965537551756e-237,1.4954194222628892e-235
22,9613,12756,50000,5850,7529,0.25512,0.7769956169478018,0.5218756169478018,10.172951578824694,0.0,0.0
9,963,5934,50000,4352,7529,0.11868,0.5780316111037322,0.45935161110373224,10.172501439875989,0.0,0.0
9,11011,345,50000,497,7529,0.0069,0.06601142249966795,0.05911142249966794,10.172352887833672,8.386384939437813e-220,2.839346528406833e-218
14,14739,3434,50000,3227,7529,0.06868,0.42860937707530883,0.3599293770753088,10.171785711674785,0.0,0.0
9,8001,1646,50000,1935,7529,0.03292,0.2570062425288883,0.2240862425288883,10.161576302678055,0.0,0.0
10,11884,9005,50000,5198,7529,0.1801,0.6903971310931066,0.5102971310931066,10.151756102894359,0.0,0.0
21,4319,44645,50000,7441,7529,0.8929,0.9883118608048878,0.09541186080488773,10.142272625459432,2.339225838547189e-224,8.047753025421466e-223
24,5385,90,50000,135,7529,0.0018,0.01793066808341081,0.01613066808341081,10.125101433594807,2.9255279367782467e-61,3.949884607842999e-60
17,12066,6889,50000,4653,7529,0.13778,0.6180103599415593,0.48023035994155927,10.124558239324912,0.0,0.0
6,3073,451,50000,635,7529,0.00902,0.08434054987382122,0.07532054987382122,10.119540626927751,8.279707492519523e-279,3.379021763262537e-277
11,933,2172,50000,2369,7529,0.04344,0.31465001992296454,0.27121001992296456,10.10968813796451,0.0,0.0
12,11648,1845,50000,2098,7529,0.0369,0.2786558639925621,0.2417558639925621,10.082557275581962,0.0,0.0
20,11411,126,50000,187,7529,0.00252,0.024837295789613495,0.022317295789613494,10.081632961910815,6.256776886484545e-84,1.0299431351774607e-82
12,12296,3526,50000,3261,7529,0.07052,0.43312524903705674,0.3626052490370567,10.070571882404161,0.0,0.0
12,12212,1808,50000,2064,7529,0.03616,0.2741399920308142,0.23797999203081419,10.066906865086755,0.0,0.0
13,5205,2784,50000,2802,7529,0.05568,0.37216097755345995,0.31648097755345994,10.053157576067054,0.0,0.0
24,6009,24488,50000,6822,7529,0.48976,0.9060964271483597,0.4163364271483597,10.052717793364252,0.0,0.0
20,4337,737,50000,984,7529,0.01474,0.1306946473635277,0.1159546473635277,10.049369514674009,0.0,0.0
9,12643,1204,50000,1495,7529,0.02408,0.19856554655332714,0.17448554655332715,10.041385085842464,0.0,0.0
12,6195,1568,50000,1847,7529,0.03136,0.24531810333377607,0.21395810333377607,10.040423032993557,0.0,0.0
8,11445,5930,50000,4325,7529,0.1186,0.5744454774870501,0.4558454774870501,10.031871522317171,0.0,0.0
4,2533,17705,50000,6370,7529,0.3541,0.8460618940098287,0.49196189400982865,10.025253294392643,0.0,0.0
12,7669,161,50000,236,7529,0.00322,0.03134546420507372,0.028125464205073718,10.017266620847183,5.065140748682265e-105,9.77249384793997e-104
18,3474,49604,50000,7523,7529,0.99208,0.9992030814185151,0.0071230814185151425,10.00963631965164,2.0063609218811346e-17,1.453632306528698e-16
15,15349,463,50000,644,7529,0.00926,0.08553592774604861,0.0762759277460486,10.007616018169527,4.8331745540267424e-281,1.984247329628496e-279
9,7893,2226,50000,2393,7529,0.04452,0.31783769424890423,0.27331769424890423,9.999634558167005,0.0,0.0
15,15734,49344,50000,7519,7529,0.98688,0.9986718023641918,0.011791802364191861,9.996076523994812,5.000960052104318e-28,4.479716048439924e-27
10,1872,418,50000,585,7529,0.00836,0.07769956169478018,0.06933956169478017,9.992954573016117,1.4192208963075044e-255,5.428440282775037e-254
24,14390,2217,50000,2384,7529,0.04434,0.31664231637667684,0.27230231637667685,9.986851491675992,0.0,0.0
11,818,781,50000,1024,7529,0.01562,0.13600743790676054,0.12038743790676054,9.920519328675569,0.0,0.0
16,15603,422,50000,586,7529,0.00844,0.07783238145836101,0.069392381458361,9.915782748214472,5.809601403501166e-255,2.217560254721363e-253
3,15523,47306,50000,7486,7529,0.94612,0.9942887501660247,0.04816875016602473,9.914315407161096,2.6396639613683823e-111,5.313555490594221e-110
0,14928,49544,50000,7522,7529,0.99088,0.9990702616549343,0.008190261654934305,9.890290881409888,8.446669863403411e-20,6.463116494992166e-19
7,5633,207,50000,297,7529,0.00414,0.03944746978350379,0.03530746978350379,9.878613168526357,1.29939307453419e-130,2.930851739184435e-129
3,3730,48594,50000,7507,7529,0.97188,0.9970779652012219,0.025197965201221972,9.872937923499721,2.149847728193121e-58,2.820625645702287e-57
24,13205,629,50000,841,7529,0.01258,0.11170142117147032,0.09912142117147033,9.870087659077598,0.0,0.0
12,14515,323,50000,454,7529,0.00646,0.06030017266569265,0.05384017266569265,9.869206752070365,5.540748218047067e-198,1.7311648004375546e-196
21,359,6260,50000,4408,7529,0.1252,0.5854695178642582,0.4602695178642582,9.868525386616275,0.0,0.0
20,12867,45167,50000,7448,7529,0.90334,0.9892415991499535,0.08590159914995343,9.838982738134774,7.086096718739081e-200,2.2321702467169628e-198
12,1852,919,50000,1164,7529,0.01838,0.15460220480807543,0.13622220480807543,9.766803802418524,0.0,0.0
10,10346,36686,50000,7259,7529,0.73372,0.9641386638331784,0.23041866383317833,9.757110493255071,0.0,0.0
8,7680,19387,50000,6477,7529,0.38774,0.8602736087129765,0.47253360871297656,9.721951236972131,0.0,0.0
1,8027,16831,50000,6259,7529,0.33662,0.8313189002523576,0.4946989002523576,9.712335786468257,0.0,0.0
20,7087,548,50000,731,7529,0.01096,0.09709124717758003,0.08613124717758003,9.703748204173404,5.53000884734e-313,2.452571878004e-311
15,15742,5161,50000,3968,7529,0.10322,0.527028821888697,0.42380882188869706,9.68103408358141,0.0,0.0
14,9603,48744,50000,7509,7529,0.97488,0.9973436047283836,0.0224636047283836,9.674322993599212,6.463500231489736e-52,7.928550357390284e-51
25,14369,3372,50000,3098,7529,0.06744,0.4114756275733829,0.3440356275733829,9.668049943606098,0.0,0.0
13,9075,911,50000,1143,7529,0.01822,0.15181298977287822,0.1335929897728782,9.644575658264529,0.0,0.0
12,431,5939,50000,4254,7529,0.11878,0.5650152742728118,0.44623527427281184,9.63667484566374,0.0,0.0
25,14666,3449,50000,3136,7529,0.06898,0.41652277858945413,0.34754277858945415,9.634976755040785,0.0,0.0
13,14213,835,50000,1057,7529,0.0167,0.1403904901049276,0.12369049010492761,9.616256670836325,0.0,0.0
25,3292,44017,50000,7424,7529,0.88034,0.9860539248240138,0.10571392482401376,9.610527534275176,3.4214466267289856e-246,1.267265037684132e-244
24,9999,2327,50000,2399,7529,0.04654,0.3186346128303892,0.27209461283038916,9.580517796424882,0.0,0.0
20,6036,6330,50000,4377,7529,0.1266,0.5813521051932528,0.45475210519325276,9.580095087449179,0.0,0.0
12,8330,1645,50000,1850,7529,0.0329,0.24571656262451852,0.21281656262451853,9.575806134797267,0.0,0.0
11,3461,440,50000,589,7529,0.0088,0.07823084074910347,0.06943084074910347,9.559483887870055,2.7781826700937435e-251,1.0461074573828455e-249
13,9921,672,50000,866,7529,0.01344,0.11502191526099083,0.10158191526099083,9.54052586065193,0.0,0.0
23,13802,45302,50000,7448,7529,0.90604,0.9892415991499535,0.08320159914995351,9.535649640192487,6.313816838236516e-192,1.9266367851141433e-190
17,13137,10085,50000,5320,7529,0.2017,0.7066011422499668,0.5049011422499668,9.531826913516683,0.0,0.0
10,5318,1345,50000,1569,7529,0.0269,0.20839420905830788,0.18149420905830788,9.523177440682618,0.0,0.0
12,11607,3884,50000,3351,7529,0.07768,0.4450790277593306,0.36739902775933064,9.523101242889167,0.0,0.0
13,5009,576,50000,752,7529,0.01152,0.09988046221277726,0.08836046221277725,9.521289328283574,1.83721e-318,8.2511453e-317
24,15948,12245,50000,5684,7529,0.2449,0.7549475361933856,0.5100475361933856,9.498901492894063,0.0,0.0
15,9173,172,50000,239,7529,0.00344,0.03174392349581618,0.02830392349581618,9.497632947331484,1.9531394528883135e-103,3.726624369341464e-102
9,14593,5313,50000,3989,7529,0.10626,0.5298180369238943,0.42355803692389427,9.477682552443053,0.0,0.0
5,6404,49625,50000,7523,7529,0.9925,0.9992030814185151,0.006703081418515056,9.474811083123425,2.830467737744573e-16,1.991631927313155e-15
16,10235,43447,50000,7411,7529,0.86894,0.9843272678974632,0.11538726789746312,9.472730460998068,1.0900293418349507e-268,4.322612727166446e-267
19,2734,5235,50000,3954,7529,0.1047,0.5251693451985655,0.4204693451985655,9.45763439998397,0.0,0.0
24,7740,430,50000,570,7529,0.0086,0.07570726524106787,0.06710726524106787,9.442314954367275,1.0353652888614478e-241,3.775781587281525e-240
6,15391,1968,50000,2100,7529,0.03936,0.2789215035197237,0.23956150351972372,9.440718094784557,0.0,0.0
6,2074,10457,50000,5373,7529,0.20914,0.7136405897197503,0.5045005897197503,9.42389830213776,0.0,0.0
13,9267,976,50000,1189,7529,0.01952,0.15792269889759597,0.13840269889759596,9.420013445725811,0.0,0.0
12,3886,230,50000,314,7529,0.0046,0.04170540576437774,0.03710540576437774,9.41744553918467,1.6406620410499823e-134,3.788463675708129e-133
14,11081,1003,50000,1216,7529,0.02006,0.1615088325142781,0.14144883251427812,9.409495574736269,0.0,0.0
5,9973,7925,50000,4809,7529,0.1585,0.6387302430601673,0.48023024306016737,9.386652208201893,0.0,0.0
17,8267,3297,50000,2996,7529,0.06594,0.3979280116881392,0.3319880116881392,9.362286380180633,0.0,0.0
13,11889,13412,50000,5827,7529,0.26824,0.773940762385443,0.505700762385443,9.339649709487233,0.0,0.0
19,2677,46133,50000,7462,7529,0.92266,0.991101075840085,0.06844107584008496,9.335614645649777,2.207211949831745e-156,5.710172326230573e-155
10,10489,2051,50000,2144,7529,0.04102,0.28476557311727985,0.24374557311727985,9.307926970877716,0.0,0.0
9,7749,1367,50000,1561,7529,0.02734,0.2073316509496613,0.1799916509496613,9.30543402903758,0.0,0.0
12,10468,4147,50000,3440,7529,0.08294,0.4568999867180236,0.3739599867180236,9.301972514966165,0.0,0.0
16,12732,7062,50000,4552,7529,0.14124,0.6045955638198964,0.4633555638198964,9.29688624779022,0.0,0.0
20,9519,713,50000,890,7529,0.01426,0.11820958958693054,0.10394958958693054,9.266808588038678,0.0,0.0
9,11840,10742,50000,5398,7529,0.21484,0.7169610838092708,0.5021210838092708,9.25747298023057,0.0,0.0
11,11021,29617,50000,7008,7529,0.59234,0.9308009031743923,0.33846090317439237,9.257280195913834,0.0,0.0
24,2452,779,50000,962,7529,0.01558,0.12777261256474964,0.11219261256474965,9.2559506600572,0.0,0.0
14,14339,866,50000,1055,7529,0.01732,0.14012485057776597,0.12280485057776597,9.245789339628901,0.0,0.0
21,8123,1046,50000,1242,7529,0.02092,0.16496214636737946,0.14404214636737947,9.245590083759593,0.0,0.0
13,11077,1965,50000,2065,7529,0.0393,0.274272811794395,0.234972811794395,9.238566848844531,0.0,0.0
20,15273,42701,50000,7392,7529,0.85402,0.9818036923894276,0.12778369238942755,9.222883205695965,6.577665089308982e-297,2.809565913370297e-295
22,12403,1205,50000,1396,7529,0.0241,0.18541638995882587,0.16131638995882586,9.217236459044432,0.0,0.0
