layer,feature,c_vqa,n_vqa,c_vsr,n_vsr,freq_vqa,freq_vsr,freq_diff,odds_ratio,p_raw,p_adj,fire_fraction
13,13850,49573,50000,7519,7529,0.99146,0.9986718023641918,0.0072118023641918,6.4765356141447965,9.003615365723757e-16,6.251154898463808e-15,1.0
9,9418,586,50000,537,7529,0.01172,0.0713242130429007,0.0596042130429007,6.476274689357315,7.585392536949491e-180,2.196638922134529e-178,0.018
19,14068,5769,50000,3447,7529,0.11538,0.4578297250630894,0.3424497250630894,6.474325087653187,0.0,0.0,0.12
25,12813,2287,50000,1783,7529,0.04574,0.2368176384646035,0.1910776384646035,6.473755321281274,0.0,0.0,0.027
10,11996,939,50000,829,7529,0.01878,0.1101075840085004,0.0913275840085004,6.464732090346987,1.791050245896944e-273,7.195687521910437e-272,0.016
16,5865,13622,50000,5326,7529,0.27244,0.7073980608314517,0.4349580608314517,6.45631345998266,0.0,0.0,0.174
10,8273,3318,50000,2368,7529,0.06636,0.3145172001593837,0.2481572001593837,6.455366610453815,0.0,0.0,0.22
24,11336,741,50000,666,7529,0.01482,0.0884579625448266,0.0736379625448266,6.451008488279284,5.406103499077689e-221,1.839387853794817e-219,0.015
7,9837,4339,50000,2861,7529,0.08678,0.3799973436047283,0.2932173436047284,6.449748479988498,0.0,0.0,0.057
9,9040,2591,50000,1962,7529,0.05182,0.2605923761455704,0.2087723761455704,6.4486850026036295,0.0,0.0,0.03
9,2677,7512,50000,4011,7529,0.15024,0.5327400717226723,0.3825000717226723,6.448631138444549,0.0,0.0,0.091
15,14704,2275,50000,1770,7529,0.0455,0.2350909815380528,0.1895909815380528,6.447490693019431,0.0,0.0,0.035
23,11490,2851,50000,2111,7529,0.05702,0.2803825209191127,0.2233625209191127,6.44353959203502,0.0,0.0,0.053
12,11031,49449,50000,7516,7529,0.98898,0.9982733430734492,0.0092933430734493,6.442248968245449,6.526954263283991e-20,5.005181070910473e-19,0.889
11,11172,4500,50000,2929,7529,0.09,0.3890290875282242,0.2990290875282242,6.4381400966183575,0.0,0.0,0.171
11,7115,4559,50000,2950,7529,0.09118,0.3918183025634214,0.3006383025634214,6.42139906372306,0.0,0.0,0.084
10,14453,3482,50000,2444,7529,0.06964,0.3246115021915261,0.2549715021915261,6.420997663499938,0.0,0.0,0.075
9,12290,1507,50000,1252,7529,0.03014,0.1662903440031876,0.1361503440031876,6.418270258944531,0.0,0.0,0.046
6,10782,1730,50000,1408,7529,0.0346,0.1870102271217957,0.1524102271217957,6.4181737654790245,0.0,0.0,0.015
7,7749,7134,50000,3888,7529,0.14268,0.5164032408022313,0.3737232408022313,6.416311381289948,0.0,0.0,0.015
24,15030,779,50000,694,7529,0.01558,0.0921769159250896,0.0765969159250896,6.415550482536744,4.729599189027592e-229,1.653725339357079e-227,0.011
7,7349,7046,50000,3860,7529,0.14092,0.5126842874219684,0.3717642874219684,6.413580746915086,0.0,0.0,0.089
16,4229,678,50000,610,7529,0.01356,0.0810200557843007,0.0674600557843007,6.413535299532176,4.27298704667393e-202,1.3582748407509497e-200,0.027
15,15181,24816,50000,6500,7529,0.49632,0.8633284632753354,0.3670084632753354,6.410485350997726,0.0,0.0,0.229
10,4312,1296,50000,1097,7529,0.02592,0.1457032806481604,0.1197832806481604,6.4094419875929,0.0,0.0,0.021
24,15333,1150,50000,987,7529,0.023,0.1310931066542701,0.1080931066542701,6.408750149535443,2.955e-321,1.33694e-319,0.029
24,1229,440,50000,405,7529,0.0088,0.0537920042502324,0.0449920042502324,6.403386759226176,1.401833104962931e-135,3.2562215681581835e-134,0.015
4,5689,2490,50000,1891,7529,0.0498,0.2511621729313322,0.2013621729313321,6.399589845725577,0.0,0.0,0.06
10,9630,1419,50000,1185,7529,0.02838,0.1573914198432726,0.1290114198432727,6.394980591273004,0.0,0.0,0.015
0,9958,48109,50000,7483,7529,0.96218,0.9938902908752822,0.0317102908752822,6.394154307202756,1.0563884504407961e-64,1.4745546158744742e-63,0.98
9,3884,3762,50000,2574,7529,0.07524,0.3418780714570328,0.2666380714570328,6.384768176748633,0.0,0.0,0.083
13,5722,6105,50000,3541,7529,0.1221,0.4703147828396865,0.3482147828396865,6.384107071419007,0.0,0.0,0.028
22,8352,633,50000,569,7529,0.01266,0.075574445477487,0.062914445477487,6.375820077717855,4.355369006101151e-188,1.3087736390342777e-186,0.015
11,15813,1886,50000,1505,7529,0.03772,0.1998937441891353,0.1621737441891353,6.373548753026072,0.0,0.0,0.033
10,4228,5717,50000,3398,7529,0.11434,0.4513215566476292,0.3369815566476292,6.371431558390302,0.0,0.0,0.075
13,9761,3661,50000,2519,7529,0.07322,0.3345729844600876,0.2613529844600876,6.364105495646238,0.0,0.0,0.045
9,15352,8274,50000,4199,7529,0.16548,0.5577101872758666,0.3922301872758666,6.35905934941468,0.0,0.0,0.386
15,5074,2865,50000,2097,7529,0.0573,0.2785230442289813,0.2212230442289812,6.351225817147175,0.0,0.0,0.015
11,5042,518,50000,469,7529,0.01036,0.0622924691194049,0.0519324691194049,6.345788990123268,2.382081070628809e-155,6.128697365408847e-154,0.015
13,8199,2522,50000,1898,7529,0.05044,0.2520919112763979,0.2016519112763979,6.345385540646678,0.0,0.0,0.015
4,4847,44050,50000,7372,7529,0.881,0.9791472971178112,0.0981472971178111,6.342445252571991,3.0278123735337645e-201,9.593868090801897e-200,0.951
20,2435,14550,50000,5439,7529,0.291,0.7224066941160845,0.4314066941160845,6.340536674394515,0.0,0.0,0.52
18,15265,9143,50000,4413,7529,0.18286,0.5861336166821624,0.4032736166821623,6.3286959783342605,0.0,0.0,0.167
13,10824,3980,50000,2663,7529,0.0796,0.3536990304157258,0.2740990304157258,6.327943664066324,0.0,0.0,0.065
9,10982,2875,50000,2097,7529,0.0575,0.2785230442289813,0.2210230442289812,6.327791829416661,0.0,0.0,0.042
18,6322,43558,50000,7357,7529,0.87116,0.9771550006640988,0.1059950006640987,6.32594044615199,1.0928403570436373e-217,3.671392008319217e-216,0.547
14,7484,1844,50000,1468,7529,0.03688,0.1949794129366449,0.1580994129366449,6.32515628349667,0.0,0.0,0.018
24,2524,4887,50000,3057,7529,0.09774,0.4060300172665693,0.3082900172665693,6.310343686821266,0.0,0.0,0.065
22,742,29934,50000,6806,7529,0.59868,0.9039713109310664,0.3052913109310665,6.310295559405427,0.0,0.0,0.404
14,8775,1074,50000,915,7529,0.02148,0.121530083676451,0.100050083676451,6.302202201864,5.083993023072072e-295,2.1600834669263248e-293,0.021
14,12320,2438,50000,1837,7529,0.04876,0.2439899056979678,0.1952299056979678,6.29608629932372,0.0,0.0,0.115
15,930,18948,50000,5974,7529,0.37896,0.7934652676318236,0.4145052676318235,6.295946462377656,0.0,0.0,0.407
10,5948,2675,50000,1973,7529,0.0535,0.2620533935449595,0.2085533935449595,6.28248824206213,0.0,0.0,0.03
12,3011,1212,50000,1016,7529,0.02424,0.1349448797981139,0.1107048797981139,6.279470508082591,0.0,0.0,0.023
12,2792,9112,50000,4391,7529,0.18224,0.5832115818833843,0.4009715818833843,6.279031397953434,0.0,0.0,0.194
22,10660,4295,50000,2793,7529,0.0859,0.3709655996812325,0.2850655996812326,6.275665499244879,0.0,0.0,0.075
25,7721,1919,50000,1508,7529,0.03838,0.2002922034798778,0.1619122034798778,6.275252873411014,0.0,0.0,0.016
10,10543,2038,50000,1584,7529,0.04076,0.2103865055120201,0.1696265055120202,6.270416997154981,0.0,0.0,0.015
10,7175,719,50000,631,7529,0.01438,0.0838092708194979,0.0694292708194979,6.269844799907736,2.325188250695536e-205,7.477676217607485e-204,0.015
6,11106,21696,50000,6232,7529,0.43392,0.8277327666356754,0.3938127666356754,6.2683842677565424,0.0,0.0,0.552
9,6079,3846,50000,2583,7529,0.07692,0.3430734493292602,0.2661534493292602,6.267153904918834,0.0,0.0,0.051
11,4109,9904,50000,4574,7529,0.19808,0.6075175986186745,0.4094375986186744,6.266558419370799,0.0,0.0,0.159
13,8391,5247,50000,3187,7529,0.10494,0.4232965865320759,0.318356586532076,6.260418030105071,0.0,0.0,0.058
24,10538,769,50000,670,7529,0.01538,0.0889892415991499,0.0736092415991499,6.253545549012422,3.2793873613719143e-217,1.0998870527884839e-215,0.027
9,6797,1026,50000,872,7529,0.02052,0.1158188338424757,0.0952988338424757,6.252535181861653,5.147247079418537e-280,2.1072992790764302e-278,0.018
25,1307,1133,50000,953,7529,0.02266,0.1265772346925222,0.1039172346925222,6.2505302922929245,7.787712448772187e-305,3.389293931117461e-303,0.686
9,4332,2956,50000,2123,7529,0.05912,0.2819763580820826,0.2228563580820826,6.249910013281489,0.0,0.0,0.069
5,4318,10182,50000,4631,7529,0.20364,0.6150883251427812,0.4114483251427812,6.249175902643659,0.0,0.0,0.277
9,13596,11151,50000,4834,7529,0.22302,0.6420507371496879,0.4190307371496878,6.249048638948327,0.0,0.0,0.415
12,11620,1613,50000,1298,7529,0.03226,0.1724000531279054,0.1401400531279054,6.249010730997931,0.0,0.0,0.012
14,13934,9751,50000,4534,7529,0.19502,0.6022048080754416,0.4071848080754416,6.2487137058328335,0.0,0.0,0.503
9,8298,49547,50000,7518,7529,0.99094,0.998538982600611,0.0075989826006109,6.248711508081399,2.2952220236993797e-16,1.6195591494841088e-15,0.993
20,10037,1082,50000,914,7529,0.02164,0.1213972639128702,0.0997572639128702,6.246802553430491,9.678542038379728e-293,4.0881547364176004e-291,0.015
7,1162,2941,50000,2114,7529,0.05882,0.2807809802098552,0.2219609802098552,6.246750952794933,0.0,0.0,0.06
11,100,1506,50000,1223,7529,0.03012,0.1624385708593438,0.1323185708593438,6.2450443495075625,0.0,0.0,0.023
12,1555,3450,50000,2381,7529,0.069,0.3162438570859344,0.2472438570859343,6.240529599225251,0.0,0.0,0.078
12,2408,48039,50000,7480,7529,0.96078,0.9934918315845398,0.0327118315845398,6.231450551868783,3.9764798364040473e-66,5.619043278148814e-65,0.996
25,13422,971,50000,827,7529,0.01942,0.1098419444813388,0.0904219444813388,6.230672031436272,2.110031000916188e-265,8.294172242265214e-264,0.054
14,2282,1785,50000,1411,7529,0.0357,0.1874086864125382,0.1517086864125381,6.229619078752783,0.0,0.0,0.015
14,7199,3014,50000,2149,7529,0.06028,0.285429671935184,0.2251496719351839,6.227007175929924,0.0,0.0,0.024
12,6255,5901,50000,3422,7529,0.11802,0.4545092309735689,0.3364892309735688,6.22670698288665,0.0,0.0,0.227
25,2509,853,50000,734,7529,0.01706,0.0974897064683224,0.0804297064683224,6.223784987754771,2.225703490167026e-236,7.978743377558788e-235,0.015
24,11326,738,50000,642,7529,0.01476,0.0852702882188869,0.0705102882188869,6.222438646631275,1.2205324695763823e-207,3.9613508839621004e-206,0.018
12,10878,1105,50000,928,7529,0.0221,0.1232567406030017,0.1011567406030017,6.220716592371511,4.343187910877975e-296,1.8519805395670102e-294,0.031
9,13461,1143,50000,956,7529,0.02286,0.1269756939832647,0.1041156939832647,6.216913514138741,1.7083205677424404e-304,7.429476556704398e-303,0.02
13,16324,2868,50000,2066,7529,0.05736,0.2744056315579758,0.2170456315579758,6.214924236099782,0.0,0.0,0.045
11,8271,3647,50000,2472,7529,0.07294,0.3283304555717891,0.2553904555717891,6.212946254215516,0.0,0.0,0.122
11,11177,3101,50000,2192,7529,0.06202,0.2911409217691592,0.2291209217691592,6.211624058604824,0.0,0.0,0.027
12,3225,982,50000,833,7529,0.01964,0.1106388630628237,0.0909988630628237,6.209743422221249,1.4326733771694831e-266,5.652458422711541e-265,0.042
14,9179,6953,50000,3770,7529,0.13906,0.5007305086996945,0.3616705086996945,6.209257712455159,0.0,0.0,0.25
23,9723,3585,50000,2440,7529,0.0717,0.3240802231372028,0.2523802231372028,6.207640676570709,0.0,0.0,0.064
15,3812,2608,50000,1917,7529,0.05216,0.2546154867844335,0.2024554867844335,6.207288063702233,0.0,0.0,0.038
16,501,1141,50000,953,7529,0.02282,0.1265772346925222,0.1037572346925222,6.20568926710893,3.695932150079772e-303,1.6011471178883163e-301,0.015
12,12369,4461,50000,2846,7529,0.08922,0.378005047151016,0.288785047151016,6.20386022348622,0.0,0.0,0.045
14,4854,4910,50000,3034,7529,0.0982,0.4029751627042104,0.3047751627042104,6.198471712176236,0.0,0.0,0.225
12,6425,10145,50000,4607,7529,0.2029,0.6119006508168415,0.4090006508168415,6.1939652249770525,0.0,0.0,0.213
7,10306,2460,50000,1827,7529,0.0492,0.2426617080621596,0.1934617080621596,6.192063546380816,0.0,0.0,0.015
22,11226,2976,50000,2119,7529,0.05952,0.2814450790277593,0.2219250790277593,6.188997873313061,0.0,0.0,0.038
25,15773,2270,50000,1712,7529,0.0454,0.2273874352503652,0.1819874352503652,6.188284528334465,0.0,0.0,0.133
13,6133,3411,50000,2347,7529,0.06822,0.3117279851241865,0.2435079851241864,6.186105897769165,0.0,0.0,0.058
18,5135,49592,50000,7519,7529,0.99184,0.9986718023641918,0.0068318023641917,6.185981609937087,8.470633777464522e-15,5.731003556207628e-14,0.992
24,10850,1909,50000,1484,7529,0.03818,0.1971045291539381,0.1589245291539381,6.18437014862774,0.0,0.0,0.056
15,2530,3363,50000,2321,7529,0.06726,0.3082746712710851,0.2410146712710851,6.180276472573817,0.0,0.0,0.055
7,15485,37131,50000,7129,7529,0.74262,0.9468720945676716,0.2042520945676716,6.176988298187498,0.0,0.0,0.949
13,12031,3836,50000,2553,7529,0.07672,0.3390888564218355,0.2623688564218355,6.174407332463814,0.0,0.0,0.033
24,8198,981,50000,828,7529,0.01962,0.1099747642449196,0.0903547642449196,6.174277699206883,7.122071155731366e-264,2.787475522972317e-262,0.012
13,16059,5097,50000,3102,7529,0.10194,0.4120069066277062,0.3100669066277062,6.172953356343897,0.0,0.0,0.064
19,6571,4744,50000,2957,7529,0.09488,0.3927480409084872,0.2978680409084872,6.169878164470588,0.0,0.0,0.27
12,13286,2413,50000,1794,7529,0.04826,0.2382786558639925,0.1900186558639925,6.169074589073787,0.0,0.0,0.024
9,7135,1199,50000,990,7529,0.02398,0.1314915659450126,0.1075115659450126,6.162166029931912,1.064778781305e-312,4.7193707665753e-311,0.027
10,7770,5000,50000,3059,7529,0.1,0.4062956567937309,0.3062956567937309,6.159060402684564,0.0,0.0,0.239
10,12224,583,50000,510,7529,0.01166,0.0677380794262186,0.0560780794262186,6.158894370755975,7.916797005981409e-165,2.1349891464902407e-163,0.015
24,3337,6057,50000,3456,7529,0.12114,0.4590251029353168,0.3378851029353168,6.155898536697835,0.0,0.0,0.011
23,9857,13355,50000,5207,7529,0.2671,0.6915925089653341,0.4244925089653341,6.153131490784839,0.0,0.0,0.49
9,14062,5187,50000,3131,7529,0.10374,0.41585867977155,0.31211867977155,6.150573507613789,0.0,0.0,0.132
22,11015,33921,50000,6990,7529,0.67842,0.9284101474299375,0.2499901474299375,6.147220604636365,0.0,0.0,0.205
25,6021,2757,50000,1986,7529,0.05514,0.2637800504715101,0.2086400504715101,6.139529177071847,0.0,0.0,0.082
10,14175,1275,50000,1041,7529,0.0255,0.1382653738876345,0.1127653738876345,6.131709218829332,0.0,0.0,0.021
3,755,48339,50000,7487,7529,0.96678,0.9944215699296056,0.0276415699296055,6.125344417748067,1.0833332258827299e-55,1.3837559846909408e-54,1.0
9,2973,2230,50000,1674,7529,0.0446,0.222340284234294,0.177740284234294,6.124616957642274,0.0,0.0,0.015
11,14085,3731,50000,2489,7529,0.07462,0.330588391552663,0.255968391552663,6.124339032048091,0.0,0.0,0.057
22,8286,1026,50000,856,7529,0.02052,0.1136937176251826,0.0931737176251826,6.123093003167459,1.0496979952120135e-270,4.1848811492035037e-269,0.021
15,6468,3552,50000,2401,7529,0.07104,0.3189002523575508,0.2478602523575508,6.122632675577293,0.0,0.0,0.168
10,8315,588,50000,511,7529,0.01176,0.0678708991897994,0.0561108991897994,6.118749067024929,2.498008210043264e-164,6.717875816585036e-163,0.015
18,2244,14880,50000,5433,7529,0.2976,0.7216097755345996,0.4240097755345996,6.117866596897316,0.0,0.0,0.283
14,4683,5440,50000,3219,7529,0.1088,0.4275468189666622,0.3187468189666622,6.117725535689914,0.0,0.0,0.167
14,8699,5172,50000,3114,7529,0.10344,0.4136007437906761,0.310160743790676,6.113342775236289,0.0,0.0,0.09
9,7811,49437,50000,7515,7529,0.98874,0.9981405233098684,0.0094005233098685,6.113039972952589,8.652302216396958e-20,6.619151818956669e-19,1.0
12,1051,4680,50000,2911,7529,0.0936,0.3866383317837694,0.2930383317837694,6.104250184154905,0.0,0.0,0.075
11,14859,1064,50000,882,7529,0.02128,0.1171470314782839,0.0958670314782839,6.102808548375603,7.058276966674763e-278,2.8733878587270474e-276,0.015
24,13003,919,50000,772,7529,0.01838,0.1025368574843936,0.0841568574843936,6.101846422756202,1.9003664349645508e-244,6.994951139997745e-243,0.03
15,1281,4279,50000,2736,7529,0.08558,0.3633948731571257,0.2778148731571258,6.0993295365744045,0.0,0.0,0.108
8,6064,3007,50000,2113,7529,0.06014,0.2806481604462744,0.2205081604462744,6.097061619883492,0.0,0.0,0.135
15,11902,6756,50000,3672,7529,0.13512,0.4877141718687741,0.352594171868774,6.093814802824419,0.0,0.0,0.2
10,8340,2488,50000,1820,7529,0.04976,0.2417319697170939,0.1919719697170939,6.087854738301739,0.0,0.0,0.089
11,10786,1518,50000,1202,7529,0.03036,0.1596493558241466,0.1292893558241466,6.067578291834585,0.0,0.0,0.051
24,6233,892,50000,747,7529,0.01784,0.0992163633948731,0.0813763633948731,6.063874566413601,1.1225079997627155e-235,4.014528148525905e-234,0.043
6,1467,14175,50000,5314,7529,0.2835,0.7058042236684818,0.4223042236684818,6.063326445869712,0.0,0.0,0.258
13,1627,2592,50000,1874,7529,0.05184,0.2489042369504582,0.1970642369504582,6.061130213620635,0.0,0.0,0.057
6,12106,38153,50000,7162,7529,0.76306,0.9512551467658388,0.1881951467658388,6.059655691471974,0.0,0.0,0.748
13,4486,4028,50000,2611,7529,0.08056,0.3467924027095231,0.2662324027095231,6.059297604850633,0.0,0.0,0.157
8,11458,49521,50000,7517,7529,0.99042,0.99840616283703,0.0079861628370301,6.059118017272134,5.79377855142354e-17,4.148343495166997e-16,1.0
9,9495,2486,50000,1812,7529,0.04972,0.2406694116084473,0.1909494116084473,6.057737779703475,0.0,0.0,0.015
25,7668,871,50000,730,7529,0.01742,0.0969584274139992,0.0795384274139992,6.056163456198141,2.8233799263522467e-230,9.916025018940023e-229,0.021
11,11159,9741,50000,4475,7529,0.19482,0.5943684420241732,0.3995484420241731,6.055966258243046,0.0,0.0,0.183
13,13879,968,50000,804,7529,0.01936,0.1067870899189799,0.0874270899189799,6.05575102153676,1.0451054982896708e-252,3.955208071992068e-251,0.015
22,14239,769,50000,650,7529,0.01538,0.0863328463275335,0.0709528463275335,6.049233726361549,1.12960920476763e-205,3.6377037154803e-204,0.045
11,14404,2551,50000,1847,7529,0.05102,0.245318103333776,0.194298103333776,6.046196693403185,0.0,0.0,0.051
11,7431,3074,50000,2136,7529,0.06148,0.2837030150086332,0.2222230150086332,6.046172048129573,0.0,0.0,0.083
4,759,7378,50000,3850,7529,0.14756,0.5113560897861602,0.3637960897861602,6.045414948064119,0.0,0.0,0.115
14,13513,6829,50000,3680,7529,0.13658,0.4887767299774206,0.3521967299774207,6.044145402397833,0.0,0.0,0.317
9,15304,13774,50000,5245,7529,0.27548,0.6966396599814052,0.4211596599814052,6.039621147180263,0.0,0.0,0.459
13,15916,5461,50000,3203,7529,0.10922,0.4254217027493691,0.3162017027493691,6.038634014166608,0.0,0.0,0.207
20,13936,18168,50000,5835,7529,0.36336,0.7750033204940895,0.4116433204940894,6.035097063378557,0.0,0.0,0.145
18,11231,3353,50000,2277,7529,0.06706,0.302430601673529,0.235370601673529,6.031543690398772,0.0,0.0,0.063
25,14220,841,50000,704,7529,0.01682,0.0935051135608978,0.0766851135608978,6.0294409672768765,1.3465305154589905e-221,4.593213125378624e-220,0.018
14,8737,27109,50000,6604,7529,0.54218,0.8771417186877407,0.3349617186877407,6.028601810708122,0.0,0.0,0.03
14,13503,1099,50000,898,7529,0.02198,0.1192721476955771,0.0972921476955771,6.025836679373867,6.337003221102149e-280,2.5938906314384333e-278,0.022
11,7012,1115,50000,909,7529,0.0223,0.1207331650949661,0.0984331650949661,6.0201407611125415,5.353048309268412e-283,2.208535526368421e-281,0.206
14,9486,20714,50000,6096,7529,0.41428,0.8096692787886838,0.3953892787886838,6.0144352545729465,0.0,0.0,0.477
25,8334,1305,50000,1045,7529,0.0261,0.1387966529419577,0.1126966529419577,6.013774549081618,5e-323,2.243e-321,0.093
12,15629,774,50000,650,7529,0.01548,0.0863328463275335,0.0708528463275335,6.009545585504774,1.2470678651953624e-204,4.001438366129717e-203,0.021
11,4319,47514,50000,7464,7529,0.95028,0.9913667153672466,0.0410867153672466,6.0081090269750455,8.254325626543622e-82,1.3353374782384772e-80,0.993
13,7740,1302,50000,1042,7529,0.02604,0.1383981936512153,0.1123581936512153,6.007917524757657,6.87e-322,3.1106e-320,0.03
20,5905,1405,50000,1114,7529,0.0281,0.1479612166290344,0.1198612166290343,6.006255356801092,0.0,0.0,0.057
14,13101,2709,50000,1927,7529,0.05418,0.2559436844202417,0.2017636844202417,6.004932122933999,0.0,0.0,0.045
15,7219,1147,50000,930,7529,0.02294,0.1235223801301633,0.1005823801301633,6.002506522282246,1.3841737228723541e-288,5.79039437458565e-287,0.018
11,6941,3435,50000,2310,7529,0.0687,0.3068136538716961,0.2381136538716961,6.000087018293086,0.0,0.0,0.033
13,15984,541,50000,463,7529,0.01082,0.06149555053792,0.05067555053792,5.99039450064954,6.227451793123585e-147,1.5384763815124727e-145,0.015
12,13044,4531,50000,2813,7529,0.09062,0.373621994952849,0.2830019949528489,5.985732113277134,0.0,0.0,0.088
24,16182,32569,50000,6910,7529,0.65138,0.917784566343472,0.266404566343472,5.974551060006267,0.0,0.0,0.148
19,14219,731,50000,613,7529,0.01462,0.0814185150750431,0.0667985150750431,5.973953812765102,1.8256700468269147e-192,5.585365047597791e-191,0.015
23,680,2418,50000,1753,7529,0.04836,0.2328330455571789,0.1844730455571789,5.972293297727799,0.0,0.0,0.051
24,3386,667,50000,562,7529,0.01334,0.0746447071324213,0.0613047071324213,5.96626030317696,9.199782497193055e-177,2.6280580386831326e-175,0.015
10,7710,3552,50000,2357,7529,0.07104,0.3130561827599947,0.2420161827599947,5.959298335458429,0.0,0.0,0.072
22,11869,474,50000,406,7529,0.00948,0.0539248240138132,0.0444448240138132,5.955496872021519,9.319200109140451e-129,2.08018766468879e-127,0.01
0,6596,40076,50000,7228,7529,0.80152,0.960021251162173,0.1585012511621729,5.946398852147697,0.0,0.0,0.856
9,11245,4937,50000,2970,7529,0.09874,0.3944746978350378,0.2957346978350378,5.946259122899843,0.0,0.0,0.111
12,14561,1399,50000,1100,7529,0.02798,0.1461017399389029,0.1181217399389029,5.9439719347119375,0.0,0.0,0.015
25,239,657,50000,552,7529,0.01314,0.0733165094966131,0.0601765094966131,5.941971107939132,3.6378390747747314e-173,1.0231488448625639e-171,0.015
14,8280,3803,50000,2473,7529,0.07606,0.3284632753353699,0.2524032753353699,5.94161489139154,0.0,0.0,0.08
25,4885,360,50000,311,7529,0.0072,0.0413069464736352,0.0341069464736352,5.941180998121979,3.268851148259012e-99,6.046104326950487e-98,0.051
23,11528,16247,50000,5578,7529,0.32494,0.7408686412538186,0.4159286412538185,5.939644324038279,0.0,0.0,0.037
5,2339,4793,50000,2909,7529,0.09586,0.3863726922566078,0.2905126922566078,5.9388178377016265,0.0,0.0,0.084
2,6908,32384,50000,6897,7529,0.64768,0.9160579094169212,0.2683779094169212,5.936356287837094,0.0,0.0,0.506
10,65,2877,50000,2002,7529,0.05754,0.2659051666888033,0.2083651666888033,5.932908874241337,0.0,0.0,0.03
24,3779,3252,50000,2199,7529,0.06504,0.292070660114225,0.227030660114225,5.930762307623076,0.0,0.0,0.045
24,4545,200,50000,175,7529,0.004,0.0232434586266436,0.0192434586266436,5.92534675006799,9.059247075348145e-57,1.1700962087702324e-55,0.015
13,2388,25618,50000,6487,7529,0.51236,0.8616018063487847,0.3492418063487846,5.925162759689871,0.0,0.0,0.148
24,7386,8747,50000,4192,7529,0.17494,0.5567804489308009,0.3818404489308009,5.924633332053159,0.0,0.0,0.367
14,12833,2423,50000,1743,7529,0.04846,0.2315048479213707,0.1830448479213706,5.915106896276737,0.0,0.0,0.064
11,13391,17710,50000,5755,7529,0.3542,0.7643777394076239,0.4101777394076238,5.914815418393674,0.0,0.0,0.22
21,1314,2960,50000,2042,7529,0.0592,0.2712179572320361,0.2120179572320361,5.914205074401903,0.0,0.0,0.16
17,15886,43896,50000,7356,7529,0.87792,0.977022180900518,0.0991021809005179,5.912691163875519,4.134255008939595e-198,1.2925698977821096e-196,0.245
11,9028,4308,50000,2694,7529,0.08616,0.3578164430867313,0.2716564430867313,5.909702062203121,0.0,0.0,0.015
25,7022,10114,50000,4515,7529,0.20228,0.599681232567406,0.397401232567406,5.907613065072769,0.0,0.0,0.085
14,2883,5896,50000,3321,7529,0.11792,0.4410944348519059,0.323174434851906,5.903555481321357,0.0,0.0,0.085
16,15916,12517,50000,4995,7529,0.25034,0.6634347190862,0.4130947190862,5.902866655413358,0.0,0.0,0.179
9,8014,574,50000,483,7529,0.01148,0.0641519458095364,0.0526719458095364,5.902664026640267,2.356527818999936e-151,5.95081597278362e-150,0.015
14,9155,12345,50000,4963,7529,0.2469,0.6591844866516138,0.4122844866516137,5.899554001970498,0.0,0.0,0.148
17,9267,49495,50000,7516,7529,0.9899,0.9982733430734492,0.0083733430734492,5.898933070162487,1.4506153411490522e-17,1.0546112664846875e-16,0.883
25,14780,804,50000,662,7529,0.01608,0.0879266834905034,0.0718466834905034,5.898813780232375,2.804433189233336e-205,9.016178624017909e-204,0.024
13,3210,10042,50000,4496,7529,0.20084,0.5971576570593704,0.3963176570593704,5.898443418617737,0.0,0.0,0.191
3,9969,49380,50000,7513,7529,0.9876,0.9978748837827068,0.0102748837827068,5.895681449979749,3.034980051660012e-21,2.393152809592837e-20,0.985
13,7149,3832,50000,2473,7529,0.07664,0.3284632753353699,0.2518232753353699,5.892948042467165,0.0,0.0,0.095
11,14248,7654,50000,3883,7529,0.15308,0.5157391419843272,0.3626591419843272,5.892161764269551,0.0,0.0,0.237
10,5305,2075,50000,1530,7529,0.0415,0.2032142382786558,0.1617142382786558,5.890560073265223,0.0,0.0,0.075
20,4667,2511,50000,1788,7529,0.05022,0.2374817372825076,0.1872617372825076,5.890148977663236,0.0,0.0,0.044
21,7514,9407,50000,4343,7529,0.18814,0.5768362332315049,0.3886962332315049,5.882257913077912,0.0,0.0,0.154
7,9003,1064,50000,853,7529,0.02128,0.1132952583344401,0.0920152583344401,5.876510854728193,3.137374233752149e-261,1.2185186228944889e-259,0.015
25,2251,4703,50000,2851,7529,0.09406,0.3786691459689201,0.2846091459689202,5.869910248950099,0.0,0.0,0.098
10,11465,3439,50000,2277,7529,0.06878,0.302430601673529,0.233650601673529,5.86986937168676,0.0,0.0,0.027
10,4340,1263,50000,994,7529,0.02526,0.1320228449993359,0.1067628449993358,5.869434151087299,4.483366710579264e-302,1.9381393188952682e-300,0.012
4,9283,14008,50000,5235,7529,0.28016,0.695311462345597,0.415151462345597,5.863448561215736,0.0,0.0,0.249
25,5375,3486,50000,2298,7529,0.06972,0.3052198167087263,0.2354998167087262,5.861673309289812,0.0,0.0,0.042
7,2318,5633,50000,3212,7529,0.11266,0.4266170806215965,0.3139570806215965,5.860218382022843,0.0,0.0,0.08
13,2425,7313,50000,3770,7529,0.14626,0.5007305086996945,0.3544705086996945,5.854220621226955,0.0,0.0,0.082
14,11181,3752,50000,2424,7529,0.07504,0.3219551069199097,0.2469151069199097,5.852844633694547,0.0,0.0,0.13
