layer,feature,c_vqa,n_vqa,c_vsr,n_vsr,freq_vqa,freq_vsr,freq_diff,odds_ratio,p_raw,p_adj,fire_fraction
24,159,2199,50000,780,7529,0.04398,0.1035994155930402,0.0596194155930402,2.512273557984539,1.2803798634184857e-86,2.1534323110330866e-85,0.056
14,7564,7178,50000,2231,7529,0.14356,0.2963208925488113,0.1527608925488112,2.5121820574821707,1.9939691543337142e-213,6.614226415197733e-212,0.206
8,15074,8434,50000,2542,7529,0.16868,0.3376278390224465,0.1689478390224465,2.512122507373808,2.2182342316135467e-234,7.901432318083994e-233,0.085
12,14107,9311,50000,2748,7529,0.18622,0.3649887103200956,0.1787687103200956,2.511763091521632,8.523415114307696e-247,3.1624757983217918e-245,0.281
25,6546,3138,50000,1084,7529,0.06276,0.1439766237216097,0.0812166237216097,2.5117374499429155,1.0842092640217138e-116,2.2555958152228254e-115,0.138
12,16158,3018,50000,1046,7529,0.06036,0.1389294727055385,0.0785694727055385,2.5117009394095606,5.0920213174120247e-113,1.0358242724208225e-111,0.07
20,8492,2384,50000,841,7529,0.04768,0.1117014211714703,0.0640214211714703,2.5115763784078866,9.417313966990487e-93,1.662436315492303e-91,0.083
13,42,1403,50000,509,7529,0.02806,0.0676052596626378,0.0395452596626378,2.511495817875005,2.513419758489976e-58,3.2952006721672847e-57,0.013
25,10500,7337,50000,2271,7529,0.14674,0.3016336830920441,0.154893683092044,2.511478267920226,3.828440883640805e-216,1.2786002049210855e-214,0.306
7,1666,8768,50000,2621,7529,0.17536,0.3481206003453314,0.1727606003453314,2.511286875591169,3.78305212061382e-239,1.3680133060675358e-237,0.099
24,15217,2071,50000,737,7529,0.04142,0.0978881657590649,0.0564681657590649,2.511239186158738,3.6765562591417033e-82,5.966074212388934e-81,0.07
9,3071,1562,50000,564,7529,0.03124,0.0749103466595829,0.0436703466595829,2.5110950766269613,3.813604092547566e-64,5.296128075111764e-63,0.17
24,4341,1696,50000,610,7529,0.03392,0.0810200557843007,0.0471000557843007,2.510982882791984,5.585835629245925e-69,8.105036462595192e-68,0.02
24,13904,3139,50000,1084,7529,0.06278,0.1439766237216097,0.0811966237216097,2.5108836972040973,1.2825571175724615e-116,2.6666771337953317e-115,0.103
10,12427,272,50000,102,7529,0.00544,0.0135476158852437,0.0081076158852437,2.510838831291234,2.054628228812821e-13,1.337855965855919e-12,0.033
23,3898,2713,50000,948,7529,0.05426,0.1259131358746181,0.0716531358746181,2.51077858031921,2.3091164886032613e-103,4.4032708638756046e-102,0.054
1,549,46472,50000,7308,7529,0.92944,0.9706468322486386,0.0412068322486385,2.5104031893091467,6.957657490391601e-50,8.345349200019641e-49,0.895
15,6680,11246,50000,3173,7529,0.22492,0.4214371098419445,0.1965171098419444,2.5101556770230884,2.1474956488818198e-268,8.506590910296385e-267,0.179
9,14937,2885,50000,1003,7529,0.0577,0.1332182228715633,0.0755182228715632,2.5099625494821143,1.069852850079926e-108,2.1167682140661737e-107,0.015
25,1729,5276,50000,1720,7529,0.10552,0.2284499933590118,0.1229299933590118,2.509937587370308,1.3762567592402311e-173,3.8791990956672455e-172,0.147
20,623,5358,50000,1743,7529,0.10716,0.2315048479213707,0.1243448479213706,2.50992007196581,1.7239006187953707e-175,4.898306304675342e-174,0.106
19,2592,11333,50000,3191,7529,0.22666,0.4238278655863992,0.1971678655863992,2.5097637726469624,4.0506365628447424e-269,1.6076645537937717e-267,0.271
14,13571,2322,50000,820,7529,0.04644,0.108912206136273,0.062472206136273,2.5096425809802843,1.6576149343603792e-90,2.873666938786309e-89,0.025
13,6287,5270,50000,1718,7529,0.1054,0.2281843538318501,0.1227843538318501,2.509346110252851,2.410683855972834e-173,6.785916551263675e-172,0.097
3,3600,43488,50000,7105,7529,0.86976,0.943684420241732,0.0739244202417319,2.509245664820137,5.7281209242068114e-89,9.812554243685666e-88,0.778
14,15324,3449,50000,1180,7529,0.06898,0.1567273210253685,0.0877473210253685,2.508490731515605,1.5510312506146195e-125,3.4010114596274153e-124,0.244
25,5317,49208,50000,7481,7529,0.98416,0.9936246513481206,0.0094646513481205,2.5084640708827832,1.345691474891539e-12,8.547318908557073e-12,0.983
21,14879,3258,50000,1120,7529,0.06516,0.1487581352105193,0.0835981352105193,2.507171037199166,9.715589339314461e-120,2.0617144610533687e-118,0.124
11,4114,2498,50000,877,7529,0.04996,0.1164829326603798,0.0665229326603798,2.507072043684256,4.733078058792622e-96,8.565061698371776e-95,0.035
24,5158,923,50000,339,7529,0.01846,0.0450258998538982,0.0265658998538982,2.50695832209476,8.019373026340789e-40,8.535830187283562e-39,0.015
11,5068,20408,50000,4770,7529,0.40816,0.6335502722805153,0.2253902722805152,2.506920439560689,3.0650620071377124e-294,1.2994301095228418e-292,0.573
10,7396,3922,50000,1324,7529,0.07844,0.1758533669810068,0.0974133669810067,2.506872408418636,1.0274262779201191e-138,2.4282465355832446e-137,0.056
0,6357,40477,50000,6883,7529,0.80954,0.9141984327267898,0.1046584327267897,2.5067482423798984,1.6667417492755168e-126,3.673644731843441e-125,0.839
8,620,7805,50000,2385,7529,0.1561,0.3167751361402576,0.1606751361402576,2.5065450079354563,3.847903429956309e-223,1.3188070598652412e-221,0.128
9,655,3141,50000,1083,7529,0.06282,0.1438438039580289,0.0810238039580289,2.506474180770317,3.8096320161829913e-116,7.895505910196045e-115,0.039
9,15379,2852,50000,991,7529,0.05704,0.1316243857085934,0.0745843857085934,2.5057774229158523,3.391847344365308e-107,6.64339831321951e-106,0.048
22,4925,1641,50000,590,7529,0.03282,0.0783636605126842,0.0455436605126842,2.505669893093809,1.258617332345176e-66,1.786693034196639e-65,0.04
14,9082,773,50000,285,7529,0.01546,0.0378536326205339,0.0223936326205339,2.50547627228458,7.319317241461487e-34,7.185619220084188e-33,0.02
12,3663,3651,50000,1241,7529,0.07302,0.1648293266037986,0.0918093266037986,2.5054617909415877,6.044488299245312e-131,1.3653915068754456e-129,0.035
25,2046,3149,50000,1085,7529,0.06298,0.1441094434851905,0.0811294434851905,2.5050731425482837,3.2303023534107005e-116,6.696793448098616e-115,0.038
11,5193,1372,50000,497,7529,0.02744,0.0660114224996679,0.0385714224996679,2.505012073088621,8.758421944672989e-57,1.1315502892392267e-55,0.037
11,4359,1557,50000,561,7529,0.03114,0.0745118873688404,0.0433718873688404,2.504938900428936,1.505717521859111e-63,2.078456166013064e-62,0.023
1,11948,42315,50000,7020,7529,0.8463,0.9323947403373622,0.0860947403373622,2.50477578698632,1.3600209104269345e-103,2.598551906289784e-102,0.85
11,2563,4745,50000,1566,7529,0.0949,0.2079957497675654,0.1130957497675654,2.504709141567945,6.527194508793318e-160,1.7177243625340167e-158,0.087
0,9518,42882,50000,7061,7529,0.85764,0.9378403506441758,0.0802003506441758,2.504397776924711,2.076257077897938e-96,3.766511775280109e-95,0.859
17,169,1765,50000,632,7529,0.0353,0.0839420905830787,0.0486420905830787,2.504231219305023,6.165539400051597e-71,9.115086887594848e-70,0.015
24,16113,13052,50000,3534,7529,0.26104,0.4693850444946208,0.2083450444946208,2.50416897922894,2.898654085093665e-281,1.1912978888418136e-279,0.099
25,4130,843,50000,310,7529,0.01686,0.0411741267100544,0.0243141267100544,2.504046836992864,1.424999923604848e-36,1.4534350950721601e-35,0.023
22,3941,2584,50000,904,7529,0.05168,0.120069066277062,0.068389066277062,2.503888311233133,1.6558361362723418e-98,3.047831744690996e-97,0.027
4,15740,7756,50000,2371,7529,0.15512,0.3149156594501262,0.1597956594501261,2.5036720998599997,1.0537772463134599e-221,3.5963166679505925e-220,0.165
4,11078,13812,50000,3679,7529,0.27624,0.4886439102138398,0.2124039102138398,2.5036699124796438,1.291634709186604e-285,5.362203683443586e-284,0.119
7,14862,10789,50000,3071,7529,0.21578,0.4078894939567007,0.1921094939567007,2.5036088465725004,2.9849498839093524e-262,1.1629238077073727e-260,0.113
18,9695,2820,50000,980,7529,0.0564,0.1301633683092044,0.0737633683092044,2.5035710069968995,5.964748209061557e-106,1.1591639147303277e-104,0.103
12,9252,4346,50000,1449,7529,0.08692,0.1924558374286094,0.1055358374286093,2.5035364491244216,1.4188947794240138e-149,3.552106686166896e-148,0.175
25,14501,1943,50000,692,7529,0.03886,0.091911276397928,0.053051276397928,2.503366118673552,4.335572749283517e-77,6.754506169881832e-76,0.133
9,7467,746,50000,275,7529,0.01492,0.0365254349847257,0.0216054349847257,2.5029825460077126,1.0538860381112571e-32,1.0180705945048094e-31,0.06
11,2888,6034,50000,1925,7529,0.12068,0.2556780448930801,0.1349980448930801,2.5029043722498514,3.9388882995275504e-189,1.1880644292189644e-187,0.119
25,14474,4480,50000,1488,7529,0.0896,0.1976358082082613,0.1080358082082613,2.502754983801168,6.477418709542576e-153,1.647821278928507e-151,0.072
14,2300,2613,50000,913,7529,0.05226,0.1212644441492894,0.0690044441492894,2.5026210103792264,2.6375554134044685e-99,4.882056162438903e-98,0.165
5,1127,19767,50000,4673,7529,0.39534,0.6206667552131757,0.2253267552131757,2.5025228966479087,1.7690464309627882e-294,7.504336535025417e-293,0.392
24,7330,713,50000,263,7529,0.01426,0.0349315978217558,0.0206715978217558,2.502091626198834,2.314784297077053e-31,2.1876008297417e-30,0.023
16,11782,7278,50000,2250,7529,0.14556,0.2988444680568468,0.1532844680568468,2.5019024968973644,4.4169512298576456e-213,1.4634444681493964e-211,0.116
5,6574,8859,50000,2636,7529,0.17718,0.3501128967990436,0.1729328967990436,2.501844610688603,2.7051350104588618e-238,9.761492861459615e-237,0.172
12,13635,2500,50000,876,7529,0.05,0.116350112896799,0.066350112896799,2.5017285435142043,1.4067532434990048e-95,2.537063394067231e-94,0.092
17,6371,1755,50000,628,7529,0.0351,0.0834108115287554,0.0483108115287554,2.501628443955643,2.1757714795803663e-70,3.1999856302912675e-69,0.235
7,4940,9587,50000,2804,7529,0.19174,0.3724266170806216,0.1806866170806216,2.50158094377141,5.4895163264979175e-248,2.044990050570082e-246,0.112
1,1752,40014,50000,6846,7529,0.80028,0.9092841014742994,0.1090041014742994,2.5014728007715603,1.1824093531847798e-131,2.6844719176414498e-130,0.94
3,5106,17761,50000,4363,7529,0.35522,0.5794926285031212,0.2242726285031212,2.501430554918801,1.1104678984102983e-295,4.728996873302136e-294,0.18
14,16113,2639,50000,921,7529,0.05278,0.1223270022579359,0.0695470022579359,2.501330446083932,5.33073730787113e-100,9.916195639109937e-99,0.046
10,9626,17146,50000,4263,7529,0.34292,0.5662106521450392,0.2232906521450391,2.5010627363754487,3.470124435412757e-295,1.4749725478895113e-293,0.532
12,8453,1606,50000,577,7529,0.03212,0.0766370035861336,0.0445170035861336,2.500990424286372,4.802033128334034e-65,6.72272012666046e-64,0.02
13,2078,10030,50000,2903,7529,0.2006,0.3855757736751228,0.1849757736751228,2.500775020377691,3.388615397467077e-253,1.2853926460147957e-251,0.311
10,771,2615,50000,913,7529,0.0523,0.1212644441492894,0.0689644441492894,2.500601415885009,3.698896316491448e-99,6.837661206753571e-98,0.038
9,3187,4815,50000,1584,7529,0.0963,0.2103865055120201,0.1140865055120201,2.5003529236065805,6.305566573488112e-161,1.6682631334952859e-159,0.06
9,16197,1528,50000,550,7529,0.03056,0.0730508699694514,0.0424908699694514,2.4999831206409056,3.6035703503204243e-62,4.909531813448349e-61,0.039
12,9393,3626,50000,1231,7529,0.07252,0.1635011289679904,0.0909811289679904,2.499782103669959,1.8063432572282465e-129,4.045175723305212e-128,0.093
22,14740,747,50000,275,7529,0.01494,0.0365254349847257,0.0215854349847257,2.49958108327068,1.2578897670101362e-32,1.2137926754633395e-31,0.021
5,7429,3503,50000,1193,7529,0.07006,0.1584539779519192,0.0883939779519192,2.499252129127415,6.823604507834138e-126,1.4993275610797015e-124,0.185
22,11557,48645,50000,7446,7529,0.9729,0.9889759596227918,0.0160759596227918,2.498883601009032,2.839615880592182e-20,2.1948196093084755e-19,1.0
6,11462,4811,50000,1582,7529,0.09622,0.2101208659848585,0.1139008659848585,2.4986528091608906,1.5030820393906746e-160,3.970291433420954e-159,0.298
7,10676,13084,50000,3536,7529,0.26168,0.4696506840217824,0.2079706840217824,2.498544265365643,4.845693948358071e-280,1.9842238689775684e-278,0.102
25,14450,1596,50000,573,7529,0.03192,0.0761057245318103,0.0441857245318103,2.4982932460536045,1.679255930195606e-64,2.340300196847625e-63,0.074
2,6821,22436,50000,5047,7529,0.44872,0.6703413467924028,0.2216213467924027,2.498206519998006,1.0867714785053963e-285,4.5130362789982715e-284,0.405
22,14293,2945,50000,1018,7529,0.0589,0.1352105193252756,0.0763105193252756,2.498161789151909,3.304363757044745e-109,6.5582914349389595e-108,0.086
20,12622,5882,50000,1881,7529,0.11764,0.2498339752955239,0.1321939752955239,2.4979566868912984,5.6350056504031055e-185,1.6685821263598752e-183,0.173
24,5956,1995,50000,708,7529,0.0399,0.0940363926152211,0.0541363926152211,2.497633910314564,2.0981785050109552e-78,3.302995093416802e-77,0.012
15,13676,2504,50000,876,7529,0.05008,0.116350112896799,0.066270112896799,2.4975218366981387,2.7693618215316548e-95,4.977863311461836e-94,0.041
24,7403,2968,50000,1025,7529,0.05936,0.1361402576703413,0.0767802576703413,2.4973124562782014,8.196245916429879e-110,1.633894716862963e-108,0.041
16,9764,10834,50000,3076,7529,0.21668,0.4085535927746048,0.1918735927746048,2.49720401389592,3.8027952150253297e-261,1.4762871747720317e-259,0.27
10,4533,11812,50000,3281,7529,0.23624,0.4357816443086731,0.1995416443086731,2.4970382668077344,3.204404585487984e-270,1.275605161148036e-268,0.301
22,14769,10133,50000,2923,7529,0.20266,0.3882321689467393,0.1855721689467392,2.4967806806040667,1.9446906881888558e-253,7.385282322523327e-252,0.05
10,15126,798,50000,293,7529,0.01596,0.0389161907291805,0.0229561907291805,2.4965997774979183,1.5764114500301103e-34,1.5621971226204497e-33,0.026
23,13304,13884,50000,3687,7529,0.27768,0.4897064683224864,0.2120264683224864,2.496323220088932,4.068443195833605e-284,1.6832670030438834e-282,0.087
11,7793,7292,50000,2250,7529,0.14584,0.2988444680568468,0.1530044680568468,2.496280764290599,3.7468551687146994e-212,1.2368077118866817e-210,0.108
4,1787,10829,50000,3074,7529,0.21658,0.4082879532474432,0.1917079532474432,2.4959303379471445,8.763740151134329e-261,3.397845712697557e-259,0.13
14,15898,4270,50000,1423,7529,0.0854,0.189002523575508,0.103602523575508,2.4958669286017288,2.005943126102621e-146,4.939018996761453e-145,0.045
4,11290,19571,50000,4639,7529,0.39142,0.6161508832514279,0.2247308832514278,2.4957506507669085,3.890163409570245e-293,1.644974558132193e-291,0.152
7,6153,1919,50000,682,7529,0.03838,0.0905830787621198,0.0522030787621198,2.4956435963213828,1.2298979971313775e-75,1.893036813159462e-74,0.023
9,2564,2512,50000,878,7529,0.05024,0.1166157524239606,0.0663757524239606,2.4955818147168136,2.4013366973480373e-95,4.319627598847626e-94,0.142
10,15829,7369,50000,2269,7529,0.14738,0.3013680435648824,0.1539880435648824,2.495546779825257,2.3558993714149872e-213,7.812965650703322e-212,0.048
12,2935,1128,50000,410,7529,0.02256,0.0544561030681365,0.0318961030681365,2.4952604109071816,3.835715040896961e-47,4.4585058829443655e-46,0.09
16,8098,24969,50000,5371,7529,0.49938,0.7133749501925887,0.2139949501925886,2.495058673496563,1.6954743532560392e-272,6.793124030261669e-271,0.436
19,15647,1789,50000,638,7529,0.03578,0.0847390091645636,0.0489590091645636,2.4950211303553806,4.380054486605576e-71,6.484666633379174e-70,0.468
10,2257,3771,50000,1273,7529,0.07542,0.1690795590383849,0.0936595590383849,2.494535164036214,8.189357642159228e-133,1.873039101120836e-131,0.02
12,7447,10862,50000,3080,7529,0.21724,0.4090848718289281,0.1918448718289281,2.4944634290820424,9.252633863791014e-261,3.58674491203308e-259,0.261
13,7339,1905,50000,677,7529,0.0381,0.0899189799442157,0.0518189799442157,2.494458387535184,4.639319277734116e-75,7.108905694986653e-74,0.023
25,8187,2612,50000,910,7529,0.05224,0.1208659848585469,0.0686259848585469,2.4942743371615475,2.1028075839902397e-98,3.868047265992305e-97,0.044
12,434,1424,50000,513,7529,0.02848,0.068136538716961,0.039656538716961,2.494247498494613,4.9233381170864724e-58,6.43885320050646e-57,0.056
25,3473,478,50000,177,7529,0.00956,0.0235090981538052,0.0139490981538052,2.494238894377644,1.0794334138397646e-21,8.593988662015106e-21,0.046
25,5758,953,50000,348,7529,0.01906,0.0462212777261256,0.0271612777261256,2.494100015883701,1.940614468093648e-40,2.0819793320314425e-39,0.018
14,9940,10002,50000,2892,7529,0.20004,0.3841147562757338,0.1840747562757338,2.494092857080945,2.8593668845746162e-251,1.0765817066984561e-249,0.14
25,8261,732,50000,269,7529,0.01464,0.0357285164032408,0.0210885164032408,2.4938453085248917,7.687620693108285e-32,7.32650994078715e-31,0.093
8,2311,3207,50000,1099,7529,0.06414,0.1459689201753221,0.081828920175322,2.4938403599047767,1.3997902845030788e-116,2.9090070472912455e-115,0.055
3,10358,20224,50000,4734,7529,0.40448,0.6287687607916058,0.2242887607916058,2.493708815470664,1.8934031654126847e-291,7.973894750520585e-290,0.48
12,7452,5264,50000,1708,7529,0.10528,0.2268561561960419,0.1215761561960419,2.4936272556810084,1.8167090407852945e-170,5.043922205760822e-169,0.225
21,6701,1596,50000,572,7529,0.03192,0.0759729047682295,0.0440529047682295,2.4935747446811654,3.534570329204119e-64,4.910862384591283e-63,0.388
19,14543,10181,50000,2931,7529,0.20362,0.3892947270553858,0.1856747270553858,2.493140554399471,4.099065803936498e-253,1.554055221986548e-251,0.166
11,1444,5676,50000,1822,7529,0.11352,0.2419976092442555,0.1284776092442555,2.493084849497415,1.2703366137639698e-179,3.6742468229062385e-178,0.085
24,9350,1957,50000,694,7529,0.03914,0.0921769159250896,0.0530369159250896,2.4926439293381213,1.0740140055662009e-76,1.6673206346469116e-75,0.054
11,2775,9620,50000,2805,7529,0.1924,0.3725594368442024,0.1801594368442024,2.492379779636342,3.112344999971425e-246,1.1528775412763715e-244,0.493
25,6352,2512,50000,877,7529,0.05024,0.1164829326603798,0.0662429326603798,2.492364731070776,5.066244175741114e-95,9.088048843891452e-94,0.1
7,3555,2228,50000,784,7529,0.04456,0.1041306946473635,0.0595706946473635,2.4922542531005747,9.077877476099298e-86,1.5160627088303039e-84,0.016
14,4234,1901,50000,675,7529,0.03802,0.089653340417054,0.051633340417054,2.491802419349268,1.0370712409453313e-74,1.5850163443701776e-73,0.262
15,6888,8258,50000,2486,7529,0.16516,0.3301899322619205,0.1650299322619205,2.4917847946267093,3.7925090317009133e-227,1.3163433287379467e-225,0.174
3,12214,10653,50000,3033,7529,0.21306,0.4028423429406295,0.1897823429406295,2.4916429360282453,6.453526966465627e-258,2.484275466548792e-256,0.164
21,2743,2924,50000,1009,7529,0.05848,0.1340151414530482,0.0755351414530482,2.4915279094945157,8.293963439339236e-108,1.6310108585280607e-106,0.083
10,12235,3608,50000,1222,7529,0.07216,0.162305751095763,0.090145751095763,2.4912937688985983,8.008012495787015e-128,1.7784709843101692e-126,0.2
10,15529,3618,50000,1225,7529,0.07236,0.1627042103865055,0.0903442103865055,2.491155246749894,4.3741106967045157e-128,9.72698460547597e-127,0.075
10,309,7672,50000,2342,7529,0.15344,0.3110638863062824,0.1576238863062824,2.4910921725586124,1.3608572755070937e-217,4.5699915305448464e-216,0.105
20,8854,16188,50000,4095,7529,0.32376,0.5438969318634613,0.2201369318634613,2.4907565430593555,4.642787675981117e-291,1.952757963433195e-289,0.348
13,10994,1113,50000,404,7529,0.02226,0.0536591844866516,0.0313991844866516,2.4905468703204554,2.410693252775733e-46,2.775975872706777e-45,0.04
22,16066,929,50000,339,7529,0.01858,0.0450258998538982,0.0264458998538982,2.490462474043755,2.3028156048913967e-39,2.437355834308288e-38,0.031
24,9473,1256,50000,454,7529,0.02512,0.0603001726656926,0.0351801726656926,2.4903531318223764,1.1807564678551596e-51,1.4438193966266102e-50,0.074
13,9268,4432,50000,1468,7529,0.08864,0.1949794129366449,0.1063394129366449,2.4902444878989,9.688919695443803e-150,2.42840948902326e-148,0.06
10,6100,2775,50000,961,7529,0.0555,0.1276397928011688,0.0721397928011688,2.489999286741065,4.669740810758626e-103,8.884082307758486e-102,0.123
21,6795,775,50000,284,7529,0.0155,0.0377208128569531,0.0222208128569531,2.489797190498453,2.1902223305783718e-33,2.1353527321747119e-32,0.028
24,13631,2487,50000,868,7529,0.04974,0.1152875547881524,0.0655475547881524,2.4895276787440617,6.16011255231084e-94,1.0976322355308408e-92,0.152
8,10003,3142,50000,1077,7529,0.06284,0.143046885376544,0.080206885376544,2.489424227799037,4.0494608769980175e-114,8.29688587478776e-113,0.052
10,605,2402,50000,840,7529,0.04804,0.1115686014078894,0.0635286014078894,2.4884779203656096,4.227786175565837e-91,7.36532498859904e-90,0.012
7,1732,6024,50000,1914,7529,0.12048,0.2542170274936911,0.133737027493691,2.488415704945135,3.47480362855693e-186,1.0343890628282288e-184,0.027
17,10561,8908,50000,2638,7529,0.17816,0.3503785363262053,0.1722185363262053,2.488021904000245,8.067290725243429e-236,2.887603371399124e-234,0.194
20,13243,2427,50000,848,7529,0.04854,0.112631159516536,0.064091159516536,2.4879700239047238,7.405418086378946e-92,1.2969041350551095e-90,0.012
10,12422,14667,50000,3825,7529,0.29334,0.5080355956966397,0.2146955956966397,2.4877096046265983,1.4913549469567035e-285,6.190736169600511e-284,0.279
25,6185,1553,50000,556,7529,0.03106,0.0738477885509363,0.0427877885509363,2.4874282359822435,3.1158132488918047e-62,4.247453009747277e-61,0.066
14,9554,26928,50000,5600,7529,0.53856,0.7437906760525966,0.2052306760525966,2.487350250592406,2.198759752126465e-258,8.47711534301602e-257,0.751
13,761,681,50000,250,7529,0.01362,0.0332049408952052,0.0195849408952052,2.487341635533918,1.2677775291983098e-29,1.1650622233205606e-28,0.019
12,10355,3679,50000,1242,7529,0.07358,0.1649621463673794,0.0913821463673794,2.487289143351544,2.8661389714672696e-129,6.412444031625596e-128,0.235
12,11805,1399,50000,503,7529,0.02798,0.0668083410811528,0.0388283410811528,2.48706611428154,1.0937242339545566e-56,1.4113323157545675e-55,0.021
9,10545,2750,50000,952,7529,0.055,0.1264444149289414,0.0714444149289414,2.4870139743182165,5.8642040383523656e-102,1.1071475836872288e-100,0.035
11,10030,970,50000,353,7529,0.0194,0.0468853765440297,0.0274853765440297,2.4864654805824684,9.308323952054084e-41,1.0027811113225954e-39,0.074
4,13106,22766,50000,5083,7529,0.45532,0.6751228582813122,0.2198028582813122,2.4859269273677684,1.648390875455013e-281,6.779186509845803e-280,0.626
10,248,1554,50000,556,7529,0.03108,0.0738477885509363,0.0427677885509363,2.485776264063945,3.699948599957832e-62,5.04003231134701e-61,0.029
11,9318,1081,50000,392,7529,0.02162,0.0520653473236817,0.0304453473236817,2.485548529072285,6.685868569566673e-45,7.569629333523692e-44,0.012
7,2112,4925,50000,1608,7529,0.0985,0.2135741798379599,0.1150741798379599,2.485538438852677,3.858536562831941e-161,1.0219316334129578e-159,0.254
23,9776,1490,50000,534,7529,0.0298,0.0709257537521583,0.0411257537521583,2.4854128788060503,7.427878578384308e-60,9.888300972950596e-59,0.055
7,7301,2677,50000,928,7529,0.05354,0.1232567406030017,0.0697167406030017,2.485204554363657,1.7010991530448895e-99,3.152943573992404e-98,0.015
11,3032,9002,50000,2658,7529,0.18004,0.3530349315978217,0.1729949315978217,2.485195219511657,1.8054074482853102e-236,6.47532783068426e-235,0.236
24,15631,5420,50000,1747,7529,0.1084,0.2320361269756939,0.1236361269756939,2.485167098298448,1.5654688618273086e-172,4.389000181891828e-171,0.126
12,6673,8364,50000,2507,7529,0.16728,0.3329791472971178,0.1656991472971178,2.485035523276731,2.9212019237297398e-227,1.014334268241025e-225,0.405
10,12737,3911,50000,1311,7529,0.07822,0.1741267100544561,0.0959067100544561,2.484628390172821,2.983858430647235e-135,6.917796613262391e-134,0.188
2,561,12337,50000,3378,7529,0.24674,0.4486651613760127,0.2019251613760127,2.4843470100410485,3.0696928710600164e-271,1.2255295669968418e-269,0.085
24,10078,1360,50000,489,7529,0.0272,0.0649488643910213,0.0377488643910213,2.4842245989304814,4.176373424742977e-55,5.299893520512726e-54,0.107
7,8145,4896,50000,1599,7529,0.09792,0.2123788019657325,0.1144588019657325,2.4840905333465595,3.3065630869322235e-160,8.716231250146882e-159,0.067
10,15830,1363,50000,490,7529,0.02726,0.0650816841546022,0.0378216841546022,2.4840254333965976,3.3417095844172814e-55,4.245116200782547e-54,0.035
3,3218,6383,50000,2007,7529,0.12766,0.2665692655067074,0.1389092655067074,2.4836015203141404,1.4883727540063813e-192,4.55443559545043e-191,0.09
7,4542,2763,50000,955,7529,0.05526,0.1268428742196838,0.0715828742196838,2.483562506902404,5.502607911834235e-102,1.0392475853313212e-100,0.035
24,10034,275,50000,102,7529,0.0055,0.0135476158852437,0.0080476158852437,2.483298040319718,3.521713768820948e-13,2.2778525935278205e-12,0.015
24,15258,324,50000,120,7529,0.00648,0.0159383716296984,0.0094583716296984,2.483266097788976,3.3744433877906627e-15,2.3072435750130302e-14,0.017
7,7028,9663,50000,2808,7529,0.19326,0.3729578961349449,0.1796978961349449,2.482874216749446,1.584313087681617e-244,5.834128858428129e-243,0.092
10,14627,3185,50000,1088,7529,0.0637,0.144507902775933,0.080807902775933,2.482854028000079,1.3584155938105115e-114,2.7907562494033126e-113,0.14
24,12584,428,50000,158,7529,0.00856,0.0209855226457696,0.0124255226457696,2.48269487521824,2.014133390624531e-19,1.5282200777867236e-18,0.05
10,7157,853,50000,311,7529,0.01706,0.0413069464736352,0.0242469464736352,2.482512781482532,3.928821491736591e-36,3.983849308107403e-35,0.027
24,6142,9990,50000,2881,7529,0.1998,0.3826537388763448,0.1828537388763448,2.4824482399783605,2.373892784385872e-248,8.856545313223256e-247,0.155
18,1792,2887,50000,994,7529,0.05774,0.1320228449993359,0.0742828449993358,2.482188551215922,1.2598744808611444e-105,2.4412589649524826e-104,0.098
21,10998,1040,50000,377,7529,0.0208,0.0500730508699694,0.0292730508699694,2.4815436241610738,3.5460464367998394e-43,3.935079702330848e-42,0.024
9,5648,35087,50000,6428,7529,0.70174,0.8537654402975162,0.1520254402975162,2.481460292279316,4.871030006697179e-185,1.443163754606267e-183,0.571
10,4437,2335,50000,816,7529,0.0467,0.1083809270819498,0.0616809270819498,2.481339699793076,2.9763126040282123e-88,5.067797379144432e-87,0.036
17,16304,19374,50000,4599,7529,0.38748,0.610838092708195,0.223358092708195,2.481228563244572,7.773370191962786e-290,3.259826075854573e-288,0.401
4,6589,42787,50000,7050,7529,0.85574,0.9363793332447868,0.0806393332447868,2.4811767256292554,4.028881113376784e-96,7.295383176198495e-95,0.896
23,7875,1307,50000,470,7529,0.02614,0.0624252888829857,0.0362852888829857,2.4805364946212998,5.709223792446954e-53,7.081405741910446e-52,0.02
7,2164,3476,50000,1177,7529,0.06952,0.1563288617346261,0.0868088617346261,2.48006608105092,1.2725420497081542e-122,2.744443866458477e-121,0.235
24,211,12910,50000,3488,7529,0.2582,0.463275335369903,0.205075335369903,2.479808914474813,3.749427882532292e-274,1.509209380244388e-272,0.423
10,15528,4062,50000,1354,7529,0.08124,0.1798379598884314,0.0985979598884314,2.479784075573549,1.3938985044871625e-138,3.291637344284381e-137,0.041
12,9299,1543,50000,551,7529,0.03086,0.0731836897330322,0.0423236897330322,2.4797690250276445,2.2718045013217212e-61,3.0703777679844927e-60,0.033
19,12462,5714,50000,1825,7529,0.11428,0.242396068534998,0.128116068534998,2.4797595507405106,5.098780272795872e-178,1.4633152433650054e-176,0.079
14,5484,2045,50000,720,7529,0.0409,0.095630229778191,0.0547302297781909,2.4796463475459096,1.3882820133558167e-78,2.1885349906645112e-77,0.126
