layer,feature,fire_fraction
8,2760,0.849
8,2902,0.075
8,2921,0.757
8,2935,0.06
8,2938,0.25
8,3024,0.185
8,3046,0.072
8,3072,0.489
8,3242,0.049
8,3254,1.0
8,3347,0.991
8,3355,0.065
8,3542,0.072
8,3623,0.015
8,3731,0.297
8,3783,0.381
8,3826,0.035
8,3831,0.201
8,3925,0.021
8,4074,0.012
8,4079,0.073
8,4137,0.012
8,4151,1.0
8,4433,0.015
8,4436,0.34
8,4491,0.026
8,4623,0.276
8,4658,0.427
8,4691,0.818
8,4705,0.262
8,4798,0.21
8,4830,0.933
8,4873,0.052
8,4881,0.17
8,5100,0.745
8,5219,0.308
8,5233,0.321
8,5314,0.015
8,5387,0.554
8,5417,0.078
8,5459,0.234
8,5494,0.282
8,5663,0.309
8,5668,0.789
8,5689,0.129
8,5763,0.015
8,5768,0.15
8,5775,0.173
8,5789,0.244
8,5801,0.267
8,5872,0.028
8,6020,0.286
8,6064,0.135
8,6128,0.135
8,6194,0.948
8,6216,0.144
8,6243,0.048
8,6284,0.072
8,6307,0.109
8,6315,0.72
8,6626,0.29
8,6631,0.044
8,6747,0.574
8,6904,0.144
8,7013,0.134
8,7074,0.105
8,7219,0.099
8,7269,0.156
8,7338,1.0
8,7348,0.529
8,7357,0.638
8,7512,0.447
8,7680,0.979
8,7817,0.038
8,7882,0.483
8,7912,0.05
8,8149,0.81
8,8205,0.115
8,8322,0.278
8,8658,0.104
8,9209,0.235
8,9237,0.03
8,9281,0.03
8,9326,0.312
8,9420,0.108
8,9520,0.194
8,9758,0.576
8,9770,0.905
8,9803,1.0
8,9848,0.04
8,9874,0.259
8,10003,0.052
8,10132,1.0
8,10267,0.947
8,10472,0.07
8,10623,0.147
8,10651,0.857
8,10971,0.192
8,11005,0.031
8,11067,0.041
8,11357,0.874
8,11373,0.991
8,11445,0.092
8,11446,0.178
8,11458,1.0
8,11487,0.015
8,11596,0.11
8,11603,0.851
8,11661,0.042
8,11978,0.09
8,12079,0.274
8,12121,0.452
8,12155,0.645
8,12212,0.939
8,12262,0.191
8,12263,0.303
8,12368,0.068
8,12425,0.064
8,12653,0.522
8,12730,0.333
8,12735,0.205
8,12994,0.307
8,13305,0.15
8,13361,0.108
8,13382,0.035
8,13600,0.141
8,13606,0.241
8,13656,0.437
8,13685,0.055
8,13775,0.049
8,13829,0.176
8,13830,0.99
8,13919,0.114
8,14217,0.101
8,14337,0.987
8,14445,0.298
8,14576,0.03
8,14685,0.072
8,14752,0.03
8,14857,0.146
8,14987,0.225
8,15033,0.219
8,15042,0.065
8,15074,0.085
8,15089,1.0
8,15289,0.012
8,15296,0.015
8,15304,0.072
8,15337,0.139
8,15346,0.165
8,15442,0.208
8,15450,0.444
8,15558,0.184
8,15581,0.235
8,15598,0.262
8,15630,0.688
8,15855,0.198
8,15933,0.457
8,15968,0.042
8,16047,0.302
8,16138,0.275
8,16168,0.13
8,16175,0.547
8,16262,0.482
8,16301,0.401
8,16346,0.896
8,16347,0.012
8,16361,0.02
9,18,0.015
9,21,0.053
9,29,0.02
9,38,0.199
9,44,0.076
9,49,0.126
9,80,0.015
9,176,0.075
9,177,0.041
9,198,0.14
9,201,0.011
9,212,0.393
9,292,0.201
9,298,0.107
9,300,0.285
9,372,0.126
9,383,0.017
9,444,0.043
9,448,0.015
9,484,0.273
9,515,0.815
9,519,0.166
9,523,0.02
9,587,0.015
9,616,0.02
9,627,0.035
9,655,0.039
9,683,0.15
9,692,0.036
9,695,0.045
9,700,0.198
9,709,0.027
9,724,0.015
9,725,0.487
9,739,0.136
9,741,0.165
9,772,0.03
9,778,0.047
9,813,0.035
9,816,0.188
9,838,0.415
9,840,0.075
9,868,0.096
9,878,0.019
9,903,0.3
9,907,0.195
9,924,0.024
9,933,0.135
9,963,0.388
9,1001,0.065
9,1012,0.217
9,1034,0.02
9,1043,0.061
9,1093,0.015
9,1116,0.025
9,1182,0.035
9,1197,0.015
9,1217,0.012
9,1218,0.058
9,1258,0.184
9,1284,0.015
9,1354,0.021
9,1362,0.03
9,1364,0.035
9,1369,0.012
9,1370,0.03
9,1371,0.143
9,1390,0.935
9,1410,0.307
9,1448,0.089
9,1465,0.015
9,1487,0.045
9,1490,0.11
9,1494,0.011
9,1498,0.985
9,1500,0.616
9,1514,0.095
9,1536,0.096
9,1548,0.012
9,1564,0.222
9,1623,0.075
9,1633,0.154
9,1660,0.05
9,1669,0.041
9,1702,0.015
9,1733,0.197
9,1781,0.041
9,1792,0.02
9,1796,0.038
9,1818,0.188
9,1824,0.066
9,1853,0.015
9,1873,0.053
9,1918,0.041
9,1920,0.02
9,2005,0.015
9,2033,0.429
9,2037,0.087
9,2085,0.035
9,2089,0.012
9,2099,0.035
9,2118,0.285
9,2125,0.543
9,2159,0.03
9,2187,0.023
9,2191,0.019
9,2197,0.165
9,2208,0.045
9,2222,0.018
9,2234,0.047
9,2259,0.02
9,2271,0.347
9,2291,0.652
9,2301,0.075
9,2307,0.016
9,2318,0.02
9,2348,0.434
9,2395,0.036
9,2418,0.06
9,2422,0.015
9,2429,0.097
9,2440,0.015
9,2451,0.029
9,2456,0.17
9,2458,0.065
9,2497,0.17
9,2522,0.015
9,2527,0.047
9,2540,0.02
9,2564,0.142
9,2583,0.021
9,2622,0.102
9,2641,0.042
9,2670,0.062
9,2677,0.091
9,2682,0.258
9,2686,0.058
9,2746,0.891
9,2783,0.09
9,2805,0.056
9,2814,0.041
9,2823,0.023
9,2852,0.1
9,2880,0.017
9,2894,0.015
9,2908,0.057
9,2973,0.015
9,2979,0.02
9,2985,0.056
9,2988,0.036
9,2993,0.056
9,2995,0.02
9,3003,0.015
9,3042,0.044
9,3051,0.015
9,3071,0.17
9,3094,0.985
9,3109,0.02
9,3116,0.102
9,3123,0.043
9,3137,0.032
9,3144,0.17
9,3162,0.173
9,3187,0.06
9,3198,0.033
9,3208,0.023
9,3223,0.05
9,3231,0.015
9,3234,0.038
9,3235,0.02
9,3256,0.612
9,3264,0.966
9,3269,0.054
9,3271,0.095
9,3288,0.046
9,3346,0.784
9,3361,0.042
9,3396,0.02
9,3410,0.098
9,3489,0.271
9,3500,0.135
9,3521,0.09
9,3532,0.027
9,3545,0.042
9,3555,0.014
9,3556,0.021
9,3572,0.204
9,3582,0.027
9,3626,0.035
9,3652,0.015
9,3658,0.096
9,3669,0.994
9,3677,0.036
9,3683,0.068
9,3699,0.024
9,3713,0.11
9,3721,0.157
9,3725,0.026
9,3727,0.051
9,3729,0.313
9,3742,0.015
9,3757,0.015
9,3793,0.04
9,3808,0.919
9,3850,0.015
9,3859,0.02
9,3884,0.083
9,3941,0.012
9,3949,0.114
9,3965,0.103
9,3976,0.012
9,3977,0.164
9,4000,0.05
9,4058,0.054
9,4075,0.22
9,4110,0.035
9,4125,0.317
9,4147,0.012
9,4186,1.0
9,4196,0.015
9,4229,0.066
9,4234,0.082
9,4250,0.02
9,4278,0.289
9,4305,0.02
9,4319,0.026
9,4332,0.069
9,4345,0.169
9,4354,0.085
9,4365,0.035
9,4383,0.015
9,4420,0.052
9,4444,0.044
9,4456,0.024
9,4479,0.012
9,4530,0.3
9,4537,0.212
9,4572,0.44
9,4582,0.015
9,4586,0.067
9,4602,0.015
9,4638,0.045
9,4666,0.026
9,4710,0.015
9,4717,0.833
9,4752,0.049
9,4754,0.095
9,4758,0.034
9,4771,0.602
9,4806,0.244
9,4807,0.231
9,4825,0.061
9,4853,0.15
9,4865,0.095
9,4883,0.035
9,4930,0.075
9,4938,0.015
9,4998,0.02
9,5027,0.012
9,5037,0.073
9,5038,0.093
9,5054,0.06
9,5073,0.084
9,5080,0.051
9,5082,0.292
9,5094,0.02
9,5099,0.133
9,5107,0.03
9,5114,0.085
9,5115,0.032
9,5140,0.173
9,5157,0.02
9,5159,0.054
9,5180,0.03
9,5206,0.104
9,5208,0.093
9,5250,0.136
9,5273,0.063
9,5335,0.054
9,5378,0.049
9,5390,0.133
9,5406,0.218
9,5407,0.155
9,5420,0.12
9,5444,0.04
9,5468,0.113
9,5529,0.139
9,5531,0.02
9,5536,0.07
9,5548,0.035
9,5549,0.121
9,5574,0.135
9,5587,0.256
9,5591,0.174
9,5627,0.035
9,5648,0.571
9,5759,0.012
9,5789,0.19
9,5834,0.245
9,5836,0.223
9,5849,0.071
9,5857,0.032
9,5878,0.311
9,5908,0.015
9,5916,0.024
9,5965,0.099
9,6002,0.05
9,6079,0.051
9,6085,0.306
9,6099,0.013
9,6116,0.05
9,6140,0.035
9,6165,0.12
9,6221,0.015
9,6223,0.03
9,6239,0.015
9,6247,0.756
9,6262,0.015
9,6276,0.015
9,6282,0.116
9,6306,0.023
9,6322,0.05
9,6336,0.509
9,6340,0.03
9,6341,0.85
9,6343,0.104
9,6344,0.972
9,6355,0.021
9,6382,0.055
9,6383,0.04
9,6412,0.15
9,6415,0.042
9,6447,0.017
9,6479,0.047
9,6485,0.088
9,6516,0.023
9,6565,0.045
9,6618,0.061
9,6631,0.021
9,6639,0.039
9,6661,0.042
9,6668,0.028
9,6679,0.253
9,6709,0.015
9,6733,0.03
9,6767,0.015
9,6794,0.067
9,6797,0.018
9,6833,0.04
9,6914,0.02
9,6920,0.035
9,6929,0.046
9,6949,0.406
9,6963,0.04
9,6976,1.0
9,6977,0.247
9,6990,0.02
9,7007,0.015
9,7052,0.308
9,7065,0.417
9,7066,0.174
9,7086,0.034
9,7090,0.035
9,7112,0.015
9,7116,0.047
9,7135,0.027
9,7187,0.03
9,7210,0.023
9,7212,0.02
9,7262,0.137
9,7266,0.03
9,7292,0.179
9,7318,0.124
9,7357,0.015
9,7386,0.461
9,7387,0.045
9,7415,0.125
9,7418,0.038
9,7435,0.02
9,7436,0.155
9,7439,0.183
9,7467,0.06
9,7498,0.027
9,7504,0.045
9,7508,0.346
9,7604,0.132
9,7617,0.174
9,7630,0.167
9,7659,0.071
9,7663,0.02
9,7687,0.364
9,7702,0.02
9,7743,0.068
9,7759,0.15
9,7810,0.02
9,7811,1.0
9,7818,0.029
9,7840,0.12
9,7853,0.084
9,7874,0.105
9,7891,0.038
9,7893,0.051
9,7951,0.095
9,7963,0.02
9,7978,0.08
9,8001,0.051
9,8014,0.015
9,8042,0.027
9,8071,0.195
9,8084,0.03
9,8100,0.69
9,8103,0.018
9,8111,0.246
9,8118,0.085
9,8125,0.027
9,8146,1.0
9,8197,0.048
9,8198,0.14
9,8219,0.97
9,8229,0.075
9,8245,0.032
9,8248,0.029
9,8261,0.012
9,8298,0.993
9,8328,0.032
9,8345,0.024
9,8377,0.018
9,8378,0.072
9,8405,0.269
9,8413,0.02
9,8415,0.039
9,8477,0.507
9,8506,0.03
9,8561,0.024
9,8587,0.063
9,8591,0.055
9,8609,0.244
9,8612,0.015
9,8621,0.066
9,8642,0.015
9,8674,0.036
9,8676,0.037
9,8680,0.015
9,8681,0.02
9,8705,0.256
9,8723,0.131
9,8761,0.069
9,8763,0.015
9,8803,0.504
9,8851,0.027
9,8863,0.035
9,8890,0.015
9,8939,0.031
9,8941,0.044
9,8952,0.04
9,8970,0.026
9,8982,0.015
9,8997,0.045
9,9000,0.947
9,9007,0.015
9,9040,0.03
9,9045,0.253
9,9071,0.047
9,9077,0.015
9,9082,0.215
9,9099,0.012
9,9103,0.122
9,9111,0.04
9,9114,0.394
9,9126,0.015
9,9131,0.048
9,9149,0.023
9,9181,0.08
9,9240,0.301
9,9272,0.09
9,9273,0.018
9,9275,0.015
9,9278,0.08
9,9325,0.039
9,9326,0.028
9,9359,0.05
9,9379,0.015
9,9418,0.018
9,9429,0.062
9,9481,0.039
9,9495,0.015
9,9506,0.015
9,9508,0.034
9,9518,0.179
9,9580,0.074
9,9583,0.03
9,9607,0.017
9,9614,0.165
9,9619,0.033
9,9670,0.05
9,9699,0.135
9,9744,0.049
9,9785,0.012
9,9790,0.104
9,9803,0.078
9,9829,0.041
9,9880,0.06
9,9884,0.02
9,9885,0.015
9,9959,0.02
9,9966,0.064
9,9988,0.02
9,10007,0.062
9,10032,0.055
9,10064,0.055
9,10136,0.015
9,10143,0.03
9,10165,0.219
9,10188,0.03
9,10196,0.04
9,10208,0.038
9,10246,0.392
9,10278,1.0
9,10286,0.026
9,10349,0.457
9,10362,0.015
9,10377,0.121
9,10378,0.015
9,10410,0.02
9,10414,0.048
9,10426,0.012
9,10432,0.027
9,10449,0.05
9,10452,0.012
9,10497,0.087
9,10531,0.05
9,10545,0.035
9,10590,0.035
9,10591,0.24
9,10636,0.055
9,10661,0.02
9,10677,0.06
9,10684,0.113
9,10688,0.099
9,10690,0.03
9,10707,0.428
9,10718,0.016
9,10720,0.071
9,10722,0.05
9,10743,0.015
9,10754,0.015
9,10764,0.063
9,10780,0.03
9,10789,0.219
9,10790,0.015
9,10815,0.035
9,10867,0.026
9,10870,0.107
9,10887,0.035
9,10890,0.015
9,10912,0.03
9,10921,0.024
9,10932,0.035
9,10933,0.045
9,10936,0.145
9,10945,0.06
9,10958,0.015
9,10964,0.15
9,10973,0.015
9,10982,0.042
9,10986,0.03
9,10998,0.055
9,11040,0.03
9,11043,0.255
9,11062,0.045
9,11073,0.051
9,11136,0.015
9,11161,0.138
9,11174,0.02
9,11212,0.015
9,11245,0.111
9,11248,0.044
9,11280,0.053
9,11302,0.02
9,11304,0.06
9,11306,0.077
9,11367,0.039
9,11402,0.076
9,11408,0.012
9,11413,0.046
9,11421,0.02
9,11441,0.093
9,11461,0.057
9,11468,0.03
9,11509,0.035
9,11515,0.177
9,11518,0.015
9,11592,0.204
9,11613,0.093
9,11614,0.016
9,11617,0.058
9,11636,0.116
9,11637,0.084
9,11640,0.042
9,11661,0.077
9,11682,0.015
9,11701,0.03
9,11710,0.012
9,11734,0.172
9,11744,0.03
9,11754,0.185
9,11772,0.018
9,11782,0.06
9,11789,0.2
9,11794,0.158
9,11807,0.06
9,11812,0.04
9,11820,0.758
9,11829,0.272
9,11840,0.317
9,11847,0.295
9,11887,0.036
9,11924,0.035
9,11964,0.042
9,11987,0.054
9,11991,0.015
9,11995,0.215
9,11996,0.02
9,12004,0.015
9,12037,0.02
9,12053,0.06
9,12054,0.015
9,12069,0.29
9,12105,0.015
9,12111,0.096
9,12177,0.162
9,12178,0.015
9,12183,0.021
9,12201,0.185
9,12257,0.08
9,12285,0.032
9,12290,0.046
9,12296,0.045
9,12345,0.02
9,12362,0.015
9,12363,0.051
9,12378,0.131
9,12385,0.02
9,12386,0.02
9,12390,0.108
9,12393,0.042
9,12400,0.015
9,12421,0.081
9,12433,0.081
9,12439,0.024
9,12446,0.069
9,12459,0.066
9,12478,0.012
9,12496,0.026
9,12514,0.02
9,12533,0.027
9,12544,0.064
9,12566,0.04
9,12577,0.095
9,12598,0.095
9,12612,0.015
9,12624,0.015
9,12627,0.996
9,12628,0.916
9,12631,0.027
9,12654,0.375
9,12662,0.028
9,12732,0.165
9,12756,0.075
9,12757,0.02
9,12804,0.021
9,12829,0.159
9,12860,0.015
9,12871,0.231
9,12891,0.662
9,12903,0.052
9,12914,0.027
9,12934,0.051
9,12944,0.249
9,12958,0.245
9,12966,0.405
9,12969,0.103
9,12972,0.027
9,12988,0.04
9,12992,0.015
9,13009,0.035
9,13015,0.19
9,13050,0.035
9,13080,0.049
9,13108,0.015
9,13144,0.061
9,13149,0.035
9,13151,0.023
9,13170,0.047
9,13176,0.035
9,13184,0.048
9,13195,0.021
9,13231,0.012
9,13251,0.05
9,13266,0.015
9,13278,0.146
9,13292,0.081
9,13320,0.015
9,13351,0.015
9,13368,0.064
9,13382,0.074
9,13419,0.495
9,13454,0.015
9,13461,0.02
9,13518,0.073
9,13522,0.084
9,13525,0.014
9,13534,0.051
9,13541,0.03
9,13578,0.016
9,13596,0.415
9,13638,0.344
9,13647,0.044
9,13666,0.165
9,13680,0.051
9,13693,0.044
9,13699,0.159
9,13779,0.096
9,13813,0.027
9,13821,0.041
9,13834,0.267
9,13839,0.018
9,13871,0.054
9,13901,0.018
9,13922,0.075
9,13946,0.125
9,13979,0.104
9,13981,0.015
9,13983,0.237
9,14004,0.038
9,14011,0.032
9,14017,0.039
9,14040,0.044
9,14062,0.132
9,14076,0.049
9,14098,0.024
9,14139,0.047
9,14145,0.029
9,14168,0.02
9,14172,0.134
9,14193,0.015
9,14213,0.01
9,14250,0.949
9,14262,0.058
9,14269,0.015
9,14283,0.016
9,14300,0.068
9,14306,0.035
9,14325,0.43
9,14353,0.029
9,14427,0.015
9,14435,0.034
9,14460,0.055
9,14525,0.095
9,14526,0.012
9,14566,0.063
9,14590,0.646
9,14593,0.056
9,14603,0.867
9,14615,0.023
9,14654,0.02
9,14674,0.018
9,14702,0.015
9,14703,0.025
9,14719,0.15
9,14722,0.075
9,14751,0.18
9,14764,0.015
9,14817,0.03
9,14844,0.08
9,14862,0.185
9,14864,0.035
9,14870,0.03
9,14884,0.042
9,14894,0.063
9,14895,0.05
9,14926,0.02
9,14937,0.015
9,14943,0.015
9,14952,0.047
9,14954,0.018
9,14958,0.024
9,14961,0.047
9,14975,0.045
9,14996,0.09
9,15031,0.111
9,15033,0.309
9,15034,0.055
9,15036,0.02
9,15100,0.015
9,15104,0.135
9,15130,0.08
9,15132,0.084
9,15136,0.015
9,15161,0.02
9,15205,0.251
9,15277,0.075
9,15295,0.027
9,15304,0.459
9,15307,0.02
9,15330,0.142
9,15352,0.386
9,15378,0.06
9,15379,0.048
9,15387,0.035
9,15405,0.032
9,15417,0.012
9,15419,0.012
9,15439,0.247
9,15450,0.844
9,15494,0.161
9,15501,0.15
9,15508,0.015
9,15526,0.015
9,15592,0.027
9,15605,0.015
9,15607,0.018
9,15613,0.015
9,15666,0.015
9,15704,0.03
9,15715,0.753
9,15718,0.059
9,15721,0.058
9,15725,0.312
9,15734,0.199
9,15757,0.015
9,15783,0.045
9,15803,0.024
9,15810,0.02
9,15833,0.03
9,15859,0.055
9,15860,0.052
9,15867,0.1
9,15912,0.018
9,15923,0.02
9,15928,0.015
9,15954,0.07
9,15969,0.448
9,16061,0.045
9,16088,0.059
9,16141,0.11
9,16163,0.052
9,16197,0.039
9,16223,0.14
9,16250,0.102
9,16264,0.015
9,16267,0.214
9,16270,0.035
9,16280,0.027
9,16283,0.015
9,16285,0.049
9,16297,0.061
9,16298,0.015
9,16325,0.025
10,6,0.996
10,41,0.09
10,44,0.051
10,49,0.036
10,65,0.03
10,90,0.625
10,133,0.012
10,192,0.229
10,234,0.045
10,248,0.029
10,266,0.057
10,309,0.105
10,331,0.015
10,346,0.035
10,347,0.015
10,378,0.92
10,390,0.112
10,418,0.02
10,421,0.039
10,447,0.02
10,466,0.045
10,470,0.093
10,522,0.012
10,588,0.015
10,605,0.012
10,615,0.015
10,619,0.03
10,627,0.793
10,635,0.159
10,636,0.068
10,646,0.366
10,698,0.95
10,712,0.043
10,725,0.153
10,729,0.015
10,771,0.038
10,773,0.075
10,778,0.062
10,789,0.081
10,798,0.027
10,804,0.015
10,806,0.11
10,816,0.193
10,850,0.263
10,872,0.223
10,880,0.144
10,901,0.053
10,908,0.039
10,949,0.209
10,953,0.105
10,970,0.015
10,997,0.035
10,1005,0.03
10,1067,0.352
10,1069,0.037
10,1102,0.049
10,1129,0.015
10,1156,0.035
10,1215,0.065
10,1272,0.072
10,1282,0.198
10,1291,0.072
10,1328,0.015
10,1351,0.075
10,1377,0.208
10,1403,0.261
10,1404,0.086
10,1425,0.02
10,1428,0.015
10,1466,0.027
10,1483,0.261
10,1484,0.06
10,1577,0.04
10,1585,0.02
10,1594,0.015
10,1607,0.027
10,1622,0.075
10,1666,0.032
10,1692,0.071
10,1714,0.033
10,1735,0.084
10,1741,0.015
10,1744,0.015
10,1777,0.057
10,1794,0.049
10,1804,0.093
10,1814,0.808
10,1815,0.015
10,1841,0.02
10,1868,0.44
10,1871,0.019
10,1872,0.015
10,1903,0.04
10,1925,1.0
10,1937,0.02
10,1940,0.573
10,1941,0.12
10,1966,0.072
10,2009,0.055
10,2016,0.048
10,2018,0.036
10,2020,0.024
10,2037,0.064
10,2040,0.012
10,2041,0.11
10,2089,0.045
10,2096,0.026
10,2128,0.944
10,2135,0.015
10,2148,0.093
10,2155,0.083
10,2193,0.051
10,2203,0.012
10,2220,0.344
10,2237,0.015
10,2257,0.02
10,2259,0.015
10,2260,0.015
10,2267,1.0
10,2270,0.043
10,2282,0.035
10,2285,0.573
10,2292,0.015
10,2318,0.392
10,2324,0.02
10,2331,0.057
10,2333,0.015
10,2338,0.282
10,2344,0.129
10,2356,0.265
10,2360,0.015
10,2382,0.317
10,2411,0.066
10,2430,0.045
10,2449,0.02
10,2467,0.012
10,2469,0.206
10,2487,0.062
10,2511,0.062
10,2555,0.015
10,2571,0.619
10,2577,0.024
10,2595,0.083
10,2631,0.547
10,2638,0.012
10,2640,0.216
10,2644,0.023
10,2683,0.015
10,2742,0.047
10,2779,0.02
10,2793,0.399
10,2830,0.058
10,2841,0.158
10,2852,0.024
10,2860,0.413
10,2861,0.123
10,2887,0.398
10,2898,0.078
10,2919,0.826
10,2946,0.05
10,2979,0.038
10,2982,0.046
10,3017,0.029
10,3018,0.08
10,3020,0.011
10,3036,0.021
10,3038,0.035
10,3041,0.169
10,3043,0.135
10,3055,0.015
10,3071,0.17
10,3102,0.075
10,3125,0.021
10,3146,0.015
10,3147,0.078
10,3156,0.235
10,3179,0.015
10,3219,0.225
10,3230,0.216
10,3264,0.021
10,3281,0.036
10,3312,0.015
10,3321,0.065
10,3335,0.236
10,3336,0.051
10,3348,0.027
10,3349,0.017
10,3359,0.047
10,3363,0.035
10,3374,0.09
10,3387,0.09
10,3401,0.018
10,3402,0.156
10,3406,0.074
10,3454,0.05
10,3471,0.02
10,3479,0.026
10,3481,0.182
10,3489,0.042
10,3500,0.17
10,3581,0.941
10,3590,0.116
10,3609,0.03
10,3618,0.907
10,3641,0.088
10,3650,0.052
10,3656,0.312
10,3668,0.98
10,3692,0.25
10,3695,0.355
10,3713,0.063
10,3733,0.02
10,3734,0.096
10,3801,0.029
10,3842,0.02
10,3867,0.09
10,3870,0.191
10,3878,0.044
10,3902,0.243
10,3911,0.02
10,3914,0.027
10,3922,0.035
10,3997,0.02
10,4081,0.015
10,4101,0.02
10,4123,0.155
10,4127,0.015
10,4133,0.03
10,4141,0.388
10,4149,0.028
10,4204,0.159
10,4228,0.075
10,4230,0.116
10,4240,0.025
10,4312,0.021
10,4340,0.012
10,4359,0.029
10,4381,0.043
10,4387,0.02
10,4437,0.036
10,4453,0.279
10,4458,0.09
10,4477,0.039
10,4520,0.053
10,4525,0.03
10,4533,0.301
10,4567,0.447
10,4608,0.03
10,4646,0.06
10,4665,0.032
10,4666,0.026
10,4679,0.072
10,4684,0.06
10,4698,0.015
10,4774,0.057
10,4775,0.035
10,4780,0.044
10,4851,0.055
10,4888,0.024
10,4906,0.408
10,4931,1.0
10,4934,0.02
10,4948,0.068
10,4961,0.03
10,5079,0.072
10,5109,0.024
10,5181,0.159
10,5185,0.144
10,5206,0.015
10,5210,0.109
10,5272,0.039
10,5305,0.075
10,5314,0.055
10,5318,0.035
10,5333,0.026
10,5358,0.026
10,5386,0.075
10,5389,0.734
10,5397,0.105
10,5411,0.06
10,5417,0.266
10,5441,0.018
10,5448,0.035
10,5491,0.015
10,5495,0.015
10,5496,0.016
10,5530,0.195
10,5544,0.02
10,5558,0.759
10,5604,0.024
10,5652,0.135
10,5669,0.032
10,5686,0.081
10,5724,0.02
10,5745,0.022
10,5747,0.015
10,5748,0.035
10,5790,0.1
10,5797,0.015
10,5811,0.126
10,5817,0.045
10,5834,0.058
10,5838,0.071
10,5857,0.02
10,5868,0.168
10,5873,0.2
10,5887,0.015
10,5890,0.717
10,5948,0.03
10,5953,0.069
10,5962,0.661
10,5978,0.123
10,6035,0.069
10,6079,0.051
10,6100,0.123
10,6101,0.057
10,6111,0.014
10,6119,0.11
10,6125,0.862
10,6139,0.453
10,6158,0.015
10,6243,0.533
10,6245,0.047
10,6246,0.038
10,6259,0.143
10,6271,0.038
10,6278,0.059
10,6280,0.015
10,6281,0.048
10,6317,0.192
10,6357,0.021
10,6368,0.018
10,6372,0.148
10,6373,0.015
10,6415,0.086
10,6470,0.048
10,6471,0.015
10,6480,0.02
10,6564,0.015
10,6585,0.015
10,6588,0.958
10,6606,0.173
10,6621,0.035
10,6623,0.023
10,6704,0.088
10,6735,0.276
10,6747,0.165
10,6767,0.71
10,6770,0.033
10,6782,0.046
10,6809,0.036
10,6810,0.219
10,6834,0.204
10,6854,0.027
10,6881,0.79
10,6897,0.03
10,6908,0.054
10,6917,0.035
10,6918,0.015
10,6946,0.06
10,6970,0.327
10,6983,0.035
10,7054,0.131
10,7111,0.089
10,7119,0.24
10,7132,0.91
10,7149,0.055
10,7154,0.035
10,7157,0.027
10,7160,0.015
10,7165,0.055
10,7168,0.095
10,7169,0.015
10,7175,0.015
10,7180,0.29
10,7225,0.07
10,7236,0.094
10,7335,0.075
10,7396,0.056
10,7403,0.086
10,7408,0.024
10,7422,0.082
10,7428,0.015
10,7434,0.239
10,7437,0.29
10,7448,0.98
10,7506,0.215
10,7541,0.043
10,7546,0.088
10,7568,0.033
10,7600,0.075
10,7603,0.028
10,7613,0.036
10,7620,0.083
10,7621,0.031
10,7628,0.015
10,7650,0.044
10,7656,0.012
10,7684,0.05
10,7710,0.072
10,7716,0.03
10,7727,0.015
10,7730,0.03
10,7736,0.096
10,7743,0.041
10,7770,0.239
10,7787,0.02
10,7836,0.206
10,7843,0.246
10,7851,0.045
10,7890,0.119
10,7909,0.015
10,7921,0.015
10,7962,0.035
10,7988,0.03
10,7994,0.015
10,8014,0.05
10,8019,0.165
10,8035,0.15
10,8056,0.075
10,8061,0.36
10,8067,0.011
10,8092,0.023
10,8122,0.069
10,8128,0.772
10,8133,0.02
10,8146,0.036
10,8158,0.012
10,8184,0.036
10,8201,0.694
10,8208,0.129
10,8231,0.043
10,8245,0.116
10,8261,0.17
10,8273,0.22
10,8283,0.02
10,8315,0.015
10,8321,0.039
10,8323,0.012
10,8340,0.089
10,8341,0.056
10,8350,0.039
10,8369,0.044
10,8439,0.735
10,8452,0.096
10,8463,0.997
10,8497,0.072
10,8500,0.018
10,8511,0.021
10,8518,0.015
10,8527,0.034
10,8529,0.05
10,8538,0.2
10,8559,0.02
10,8573,0.345
10,8603,0.038
10,8612,0.015
10,8655,0.048
10,8661,0.21
10,8670,0.041
10,8678,0.037
10,8691,0.034
10,8701,0.158
10,8723,0.028
10,8740,0.024
10,8745,0.015
10,8754,0.03
10,8799,0.158
10,8802,0.048
10,8805,0.039
10,8814,0.012
10,8844,0.154
10,8857,0.036
10,8858,0.116
10,8882,0.034
10,8917,0.215
10,8940,0.018
10,8948,0.015
10,8995,0.03
10,9001,0.043
10,9051,0.136
10,9061,0.103
10,9067,0.088
10,9069,0.012
10,9104,0.21
10,9136,0.027
10,9143,0.015
10,9147,0.035
10,9152,0.058
10,9161,0.105
10,9183,0.066
10,9196,0.062
10,9222,0.078
10,9246,0.027
10,9263,0.016
10,9290,0.06
10,9322,0.036
10,9467,0.065
10,9469,0.075
10,9472,0.015
10,9481,0.08
10,9488,0.02
10,9517,0.126
10,9531,0.015
10,9532,0.021
10,9580,0.078
10,9584,0.02
10,9598,0.029
10,9607,0.232
10,9618,0.235
10,9626,0.532
10,9630,0.015
10,9631,0.059
10,9641,0.189
10,9642,0.024
10,9646,0.067
10,9650,0.075
10,9657,0.105
10,9661,0.204
10,9675,0.09
10,9681,0.03
10,9691,0.156
10,9730,0.015
10,9754,0.09
10,9781,0.22
10,9812,0.06
10,9880,0.035
10,9897,0.066
10,9931,0.067
10,9949,0.375
10,9970,0.024
10,9988,0.079
10,9995,0.04
10,10009,0.189
10,10047,0.053
10,10056,0.326
10,10229,0.147
10,10232,0.119
