layer,feature,fire_fraction
10,10240,0.385
10,10265,0.024
10,10273,0.114
10,10279,0.026
10,10346,0.82
10,10358,0.015
10,10440,0.035
10,10455,0.045
10,10462,0.475
10,10489,0.015
10,10511,0.035
10,10516,0.747
10,10526,0.427
10,10541,0.015
10,10543,0.015
10,10564,0.148
10,10571,0.05
10,10584,0.012
10,10609,0.012
10,10610,0.047
10,10611,0.03
10,10629,0.03
10,10634,0.067
10,10647,0.027
10,10653,0.027
10,10663,0.03
10,10674,0.266
10,10676,0.012
10,10705,0.206
10,10722,0.015
10,10726,0.253
10,10759,0.023
10,10799,0.028
10,10801,0.021
10,10803,0.03
10,10808,0.015
10,10810,0.084
10,10827,0.316
10,10872,0.08
10,10886,0.252
10,10893,0.156
10,10900,0.028
10,10927,0.051
10,10930,0.07
10,10975,0.024
10,11014,0.03
10,11026,0.038
10,11027,0.173
10,11028,0.03
10,11053,0.024
10,11087,0.035
10,11099,0.02
10,11101,0.048
10,11114,0.048
10,11116,0.101
10,11121,0.02
10,11170,0.053
10,11212,0.015
10,11267,0.015
10,11269,0.101
10,11292,0.023
10,11300,0.03
10,11315,0.852
10,11323,0.198
10,11339,0.143
10,11348,0.04
10,11354,0.984
10,11359,0.015
10,11360,0.021
10,11391,0.015
10,11407,0.015
10,11417,0.067
10,11456,0.25
10,11465,0.027
10,11478,0.019
10,11485,0.646
10,11505,0.981
10,11508,0.021
10,11514,0.051
10,11530,0.12
10,11547,0.051
10,11572,0.493
10,11574,0.118
10,11577,0.097
10,11580,0.035
10,11587,0.077
10,11649,0.026
10,11682,0.015
10,11690,0.015
10,11695,0.021
10,11696,0.552
10,11699,0.03
10,11710,0.052
10,11740,0.066
10,11743,0.02
10,11746,0.055
10,11762,0.075
10,11787,0.052
10,11793,0.048
10,11806,0.08
10,11811,0.095
10,11856,0.29
10,11884,0.147
10,11892,0.123
10,11934,0.032
10,11935,0.266
10,11944,0.205
10,11947,0.036
10,11952,0.023
10,11954,0.093
10,11973,0.04
10,11977,0.015
10,11996,0.016
10,12000,0.033
10,12007,0.273
10,12039,0.07
10,12042,0.74
10,12044,0.15
10,12119,0.03
10,12130,0.078
10,12150,0.02
10,12156,0.085
10,12161,0.138
10,12164,0.015
10,12187,0.029
10,12200,0.021
10,12201,0.03
10,12216,0.02
10,12224,0.015
10,12225,0.488
10,12234,0.02
10,12235,0.2
10,12242,0.031
10,12283,0.075
10,12308,0.3
10,12364,0.091
10,12372,0.012
10,12411,0.044
10,12422,0.279
10,12427,0.033
10,12428,0.02
10,12444,0.012
10,12463,0.02
10,12472,0.054
10,12475,0.047
10,12485,0.091
10,12493,0.018
10,12497,0.173
10,12504,0.203
10,12532,0.115
10,12534,0.038
10,12565,0.035
10,12575,0.32
10,12601,0.015
10,12617,0.09
10,12628,0.368
10,12631,0.02
10,12637,0.048
10,12639,0.035
10,12646,0.15
10,12660,0.02
10,12674,0.378
10,12685,0.036
10,12698,0.056
10,12715,0.422
10,12737,0.188
10,12740,0.086
10,12741,0.09
10,12742,0.035
10,12779,0.51
10,12781,0.069
10,12786,0.028
10,12800,0.997
10,12827,0.984
10,12853,0.03
10,12859,0.035
10,12871,0.032
10,12917,0.316
10,12918,0.035
10,12949,0.023
10,12975,0.035
10,12979,0.167
10,12997,0.012
10,13009,0.048
10,13041,0.315
10,13081,0.02
10,13088,0.035
10,13111,0.875
10,13142,0.065
10,13147,0.055
10,13163,0.054
10,13207,0.106
10,13222,0.15
10,13224,0.02
10,13238,0.324
10,13282,0.618
10,13317,0.401
10,13326,0.048
10,13328,0.02
10,13334,0.015
10,13338,0.091
10,13339,0.035
10,13359,0.015
10,13366,0.042
10,13382,0.03
10,13420,0.06
10,13423,0.18
10,13473,0.087
10,13476,0.057
10,13504,0.236
10,13510,0.062
10,13519,0.035
10,13535,0.276
10,13588,0.177
10,13607,0.709
10,13623,0.03
10,13675,0.052
10,13712,0.06
10,13718,0.381
10,13746,0.04
10,13780,0.194
10,13782,0.109
10,13804,0.021
10,13807,0.064
10,13829,0.27
10,13839,0.227
10,13866,0.024
10,13868,0.027
10,13871,0.015
10,13880,0.276
10,13926,0.057
10,13928,0.036
10,13932,0.02
10,13944,0.05
10,13974,0.062
10,13978,0.08
10,14087,0.12
10,14126,0.03
10,14134,0.018
10,14159,0.04
10,14167,0.055
10,14175,0.021
10,14179,0.027
10,14184,0.034
10,14197,0.02
10,14220,0.03
10,14249,0.172
10,14255,0.098
10,14265,0.015
10,14300,0.02
10,14326,0.05
10,14339,0.106
10,14354,0.273
10,14394,0.018
10,14430,0.045
10,14445,0.021
10,14452,0.02
10,14453,0.075
10,14483,0.039
10,14505,0.024
10,14507,0.758
10,14519,0.015
10,14520,0.012
10,14536,0.015
10,14539,0.313
10,14541,0.462
10,14554,0.015
10,14564,0.015
10,14565,0.024
10,14572,0.039
10,14573,0.11
10,14579,0.071
10,14580,0.02
10,14585,0.011
10,14599,0.04
10,14615,0.02
10,14627,0.14
10,14637,0.796
10,14653,0.024
10,14666,0.176
10,14684,0.198
10,14687,0.033
10,14702,0.762
10,14710,0.064
10,14720,0.085
10,14723,0.03
10,14728,0.048
10,14768,0.11
10,14772,0.02
10,14774,0.706
10,14787,0.072
10,14792,0.335
10,14817,0.045
10,14825,0.02
10,14834,0.157
10,14846,0.016
10,14876,0.106
10,14900,0.103
10,14911,0.275
10,14915,0.05
10,14918,0.021
10,14924,0.022
10,14929,0.774
10,14932,0.06
10,14933,0.015
10,14941,0.078
10,14953,0.038
10,15025,0.277
10,15039,0.015
10,15061,0.045
10,15071,0.015
10,15102,0.012
10,15103,0.063
10,15126,0.026
10,15143,0.048
10,15177,0.055
10,15196,0.04
10,15208,0.038
10,15243,0.969
10,15296,0.026
10,15299,0.179
10,15302,0.069
10,15312,0.036
10,15326,0.285
10,15342,0.188
10,15389,0.027
10,15448,0.028
10,15467,0.348
10,15490,0.034
10,15526,0.045
10,15528,0.041
10,15529,0.075
10,15576,0.137
10,15587,0.063
10,15620,0.17
10,15629,0.035
10,15675,0.33
10,15676,0.723
10,15678,0.036
10,15744,0.374
10,15745,0.128
10,15779,0.121
10,15829,0.048
10,15830,0.035
10,15841,0.195
10,15845,0.053
10,15870,0.015
10,15876,0.014
10,15944,0.02
10,15956,0.203
10,15987,0.012
10,15990,0.043
10,16022,0.012
10,16029,0.114
10,16032,0.048
10,16041,0.065
10,16052,0.015
10,16081,0.015
10,16085,0.167
10,16106,0.165
10,16114,0.016
10,16147,0.594
10,16151,0.015
10,16165,0.167
10,16169,0.042
10,16181,0.015
10,16194,0.08
10,16209,0.227
10,16238,0.046
10,16266,0.24
10,16337,0.042
11,4,0.027
11,84,0.244
11,96,0.271
11,100,0.023
11,118,0.021
11,186,0.262
11,205,0.015
11,217,0.015
11,247,0.05
11,299,0.161
11,331,0.892
11,347,0.021
11,360,0.949
11,386,0.015
11,415,0.726
11,422,0.039
11,448,0.231
11,454,0.102
11,456,0.858
11,463,0.018
11,469,0.04
11,511,0.053
11,554,0.018
11,570,0.03
11,599,0.03
11,620,0.026
11,733,0.035
11,765,0.144
11,797,0.048
11,810,0.12
11,813,0.033
11,829,0.03
11,836,0.015
11,837,0.08
11,888,0.02
11,895,0.332
11,899,0.015
11,933,0.042
11,957,0.02
11,984,0.066
11,1000,0.232
11,1006,0.124
11,1043,0.175
11,1046,0.098
11,1108,0.198
11,1110,0.253
11,1111,0.157
11,1131,0.238
11,1139,0.015
11,1159,0.18
11,1244,0.297
11,1250,0.05
11,1258,0.156
11,1341,0.058
11,1345,0.021
11,1373,0.052
11,1412,0.015
11,1444,0.085
11,1466,1.0
11,1467,0.082
11,1479,0.171
11,1504,0.042
11,1510,0.034
11,1513,0.065
11,1546,0.733
11,1584,0.012
11,1586,0.066
11,1644,0.168
11,1657,0.19
11,1672,0.039
11,1675,0.197
11,1743,0.638
11,1761,0.031
11,1770,0.374
11,1771,0.015
11,1774,0.035
11,1789,0.067
11,1790,0.074
11,1814,0.345
11,1835,0.011
11,1847,0.453
11,1863,0.993
11,1867,0.26
11,1886,0.105
11,1965,0.129
11,2068,0.032
11,2086,0.059
11,2099,0.043
11,2100,0.631
11,2140,0.065
11,2169,0.052
11,2176,0.06
11,2195,0.03
11,2203,0.018
11,2226,0.099
11,2237,0.746
11,2254,0.07
11,2310,0.035
11,2341,0.015
11,2393,0.256
11,2408,0.223
11,2419,0.155
11,2448,0.095
11,2486,0.035
11,2531,0.089
11,2563,0.087
11,2572,0.871
11,2589,0.035
11,2606,0.657
11,2667,0.106
11,2681,0.042
11,2685,0.07
11,2715,0.065
11,2720,0.089
11,2749,0.533
11,2775,0.493
11,2792,0.015
11,2809,0.046
11,2888,0.119
11,2899,0.062
11,2937,0.881
11,3032,0.236
11,3083,0.09
11,3086,0.023
11,3125,0.166
11,3128,0.041
11,3144,0.015
11,3218,0.331
11,3223,0.353
11,3247,0.035
11,3251,0.121
11,3254,0.095
11,3262,0.178
11,3280,0.021
11,3286,0.049
11,3289,0.03
11,3310,0.1
11,3327,0.693
11,3346,0.015
11,3376,0.017
11,3382,0.389
11,3383,0.082
11,3387,0.065
11,3413,0.149
11,3422,0.02
11,3497,0.04
11,3532,0.042
11,3590,0.183
11,3613,0.102
11,3654,0.068
11,3674,0.581
11,3688,0.029
11,3719,0.03
11,3746,0.27
11,3768,0.04
11,3777,0.045
11,3855,0.327
11,3874,0.047
11,3882,0.024
11,3886,0.012
11,3900,0.046
11,3985,0.075
11,4084,0.13
11,4107,0.012
11,4109,0.159
11,4114,0.035
11,4162,0.035
11,4164,0.193
11,4166,0.057
11,4193,0.083
11,4206,0.184
11,4221,0.027
11,4227,0.045
11,4259,0.986
11,4260,0.153
11,4283,0.015
11,4319,0.993
11,4327,0.308
11,4359,0.023
11,4363,0.024
11,4372,0.087
11,4388,0.021
11,4432,0.028
11,4456,0.389
11,4466,0.154
11,4499,0.524
11,4516,0.015
11,4534,0.018
11,4536,0.02
11,4549,0.095
11,4569,0.021
11,4572,0.021
11,4576,0.02
11,4677,0.12
11,4733,0.038
11,4771,0.214
11,4787,0.25
11,4798,0.039
11,4833,0.06
11,4843,0.165
11,5008,0.254
11,5019,0.973
11,5029,0.012
11,5042,0.015
11,5052,0.016
11,5056,0.093
11,5068,0.573
11,5078,0.212
11,5094,0.099
11,5099,0.038
11,5106,0.027
11,5193,0.037
11,5208,0.045
11,5219,0.044
11,5232,0.076
11,5247,0.044
11,5272,0.015
11,5291,0.317
11,5322,0.047
11,5331,0.043
11,5345,0.342
11,5354,0.11
11,5430,0.05
11,5456,0.058
11,5478,0.155
11,5484,0.097
11,5500,0.091
11,5547,0.021
11,5564,0.02
11,5587,0.019
11,5622,0.21
11,5632,0.03
11,5647,0.212
11,5720,0.762
11,5728,0.035
11,5736,0.207
11,5760,0.024
11,5826,0.484
11,5967,0.114
11,5978,0.384
11,6008,0.02
11,6051,0.019
11,6088,0.135
11,6096,0.14
11,6126,0.038
11,6148,0.069
11,6167,0.056
11,6193,0.02
11,6222,0.223
11,6273,0.015
11,6293,0.342
11,6334,0.319
11,6364,0.035
11,6372,0.217
11,6425,0.15
11,6467,0.984
11,6485,0.021
11,6509,0.392
11,6525,0.016
11,6526,0.091
11,6547,0.08
11,6586,0.131
11,6607,0.035
11,6613,0.012
11,6619,0.07
11,6651,0.115
11,6686,0.778
11,6701,0.1
11,6831,0.121
11,6866,0.015
11,6875,0.687
11,6934,0.027
11,6936,0.103
11,6941,0.033
11,6967,0.128
11,6989,0.027
11,7012,0.206
11,7023,0.05
11,7026,0.185
11,7055,0.274
11,7061,0.02
11,7074,0.526
11,7100,0.549
11,7105,0.407
11,7115,0.084
11,7122,0.146
11,7143,0.035
11,7146,0.648
11,7222,0.034
11,7270,0.996
11,7291,0.197
11,7376,0.197
11,7427,0.03
11,7431,0.083
11,7516,0.02
11,7530,0.045
11,7544,0.051
11,7550,0.052
11,7552,0.684
11,7559,0.014
11,7565,0.015
11,7572,0.911
11,7574,0.044
11,7580,0.016
11,7582,0.248
11,7588,0.045
11,7590,0.015
11,7601,0.626
11,7644,0.144
11,7665,0.055
11,7676,0.259
11,7679,0.023
11,7745,0.244
11,7746,0.952
11,7763,0.18
11,7793,0.108
11,7808,0.015
11,7810,0.097
11,7848,0.081
11,7855,0.062
11,7864,0.09
11,7900,0.09
11,7931,0.659
11,7943,0.575
11,7960,0.042
11,7990,0.02
11,8057,0.287
11,8059,0.059
11,8085,0.15
11,8094,0.12
11,8106,0.217
11,8110,0.012
11,8113,0.082
11,8127,0.05
11,8131,0.25
11,8133,0.035
11,8138,0.03
11,8147,0.134
11,8153,0.074
11,8168,0.012
11,8170,0.246
11,8206,0.387
11,8212,0.015
11,8267,0.034
11,8271,0.122
11,8275,0.035
11,8283,0.666
11,8312,0.027
11,8330,0.03
11,8367,0.108
11,8379,0.119
11,8435,0.105
11,8457,0.05
11,8463,0.059
11,8494,0.976
11,8515,0.094
11,8517,0.035
11,8519,0.035
11,8593,0.012
11,8601,0.027
11,8609,0.029
11,8652,0.303
11,8657,0.047
11,8667,0.032
11,8683,0.051
11,8694,0.135
11,8696,0.105
11,8703,0.066
11,8704,0.026
11,8705,0.05
11,8777,0.015
11,8791,0.366
11,8833,0.196
11,8836,0.11
11,8851,0.03
11,8853,0.02
11,8873,0.027
11,8888,0.105
11,8957,0.018
11,8978,0.076
11,9028,0.015
11,9080,0.438
11,9153,0.045
11,9192,0.2
11,9198,0.035
11,9220,0.371
11,9318,0.012
11,9371,0.056
11,9386,0.401
11,9402,0.295
11,9409,0.831
11,9410,0.01
11,9453,0.108
11,9483,0.015
11,9534,0.338
11,9539,0.015
11,9555,0.242
11,9595,0.02
11,9617,0.055
11,9639,0.129
11,9662,0.045
11,9679,0.058
11,9685,0.027
11,9729,0.037
11,9819,0.015
11,9823,0.023
11,9848,0.099
11,9880,0.108
11,9908,0.993
11,9926,0.015
11,9991,1.0
11,10000,0.117
11,10030,0.074
11,10035,0.065
11,10046,0.059
11,10214,0.015
11,10236,0.035
11,10273,0.057
11,10313,0.019
11,10371,0.063
11,10382,0.134
11,10413,0.272
11,10460,0.03
11,10496,0.121
11,10530,0.012
11,10587,0.286
11,10595,0.099
11,10610,0.269
11,10692,0.137
11,10784,0.419
11,10786,0.051
11,10800,0.023
11,10812,0.042
11,10862,0.934
11,10902,0.015
11,10904,0.238
11,11002,0.015
11,11011,0.023
11,11019,0.065
11,11021,0.749
11,11034,0.035
11,11055,0.079
11,11082,0.113
11,11088,0.015
11,11109,0.122
11,11150,0.049
11,11159,0.183
11,11172,0.171
11,11177,0.027
11,11195,0.014
11,11204,0.071
11,11253,0.033
11,11386,0.02
11,11442,0.03
11,11462,0.075
11,11568,0.4
11,11653,0.037
11,11678,0.474
11,11697,0.02
11,11743,0.015
11,11754,0.075
11,11761,0.284
11,11773,0.138
11,11778,0.066
11,11803,0.039
11,11819,0.98
11,11832,0.041
11,11847,0.032
11,11858,0.185
11,11864,0.038
11,11878,0.076
11,11915,0.1
11,11928,0.165
11,11943,0.112
11,12027,0.22
11,12030,0.091
11,12036,0.329
11,12084,0.046
11,12119,0.02
11,12126,0.027
11,12184,0.037
11,12244,0.015
11,12268,0.731
11,12278,0.146
11,12297,0.222
11,12309,0.17
11,12357,0.069
11,12427,0.07
11,12556,0.015
11,12559,0.019
11,12569,0.046
11,12627,0.015
11,12637,0.011
11,12651,0.02
11,12678,0.129
11,12693,0.114
11,12721,0.021
11,12730,0.175
11,12737,0.023
11,12742,0.06
11,12772,0.03
11,12881,0.027
11,12911,0.024
11,12990,0.06
11,13004,0.96
11,13027,0.02
11,13031,0.485
11,13038,0.051
11,13105,0.019
11,13129,0.025
11,13147,0.051
11,13151,0.012
11,13176,0.036
11,13177,0.032
11,13194,0.233
11,13206,0.018
11,13213,0.507
11,13246,0.135
11,13257,0.027
11,13280,0.18
11,13292,0.075
11,13304,0.103
11,13343,0.015
11,13344,0.038
11,13356,0.09
11,13362,0.04
11,13376,0.111
11,13391,0.22
11,13440,0.018
11,13497,0.111
11,13573,0.929
11,13611,0.152
11,13691,0.035
11,13693,0.055
11,13733,0.021
11,13748,0.788
11,13829,0.044
11,13865,0.965
11,13877,0.03
11,13902,0.093
11,13953,0.184
11,13977,0.026
11,13988,0.135
11,14014,0.039
11,14070,0.041
11,14085,0.057
11,14127,0.075
11,14138,0.621
11,14160,0.91
11,14164,0.074
11,14196,0.023
11,14212,0.02
11,14219,0.031
11,14248,0.237
11,14332,0.064
11,14335,0.015
11,14342,0.571
11,14366,0.02
11,14373,0.041
11,14401,0.982
11,14404,0.051
11,14416,0.277
11,14434,0.038
11,14446,0.02
11,14448,1.0
11,14468,0.105
11,14497,0.017
11,14527,0.023
11,14566,0.093
11,14577,0.482
11,14625,0.097
11,14629,0.068
11,14669,0.187
11,14697,0.066
11,14743,0.283
11,14789,0.129
11,14791,0.159
11,14793,0.118
11,14810,0.18
11,14838,0.046
11,14858,0.391
11,14859,0.015
11,14890,0.042
11,14892,0.446
11,14898,0.321
11,14924,0.041
11,14938,0.03
11,14977,0.026
11,15004,0.981
11,15087,0.124
11,15159,0.095
11,15217,0.023
11,15248,0.015
11,15258,0.184
11,15286,0.024
11,15314,0.075
11,15316,0.241
11,15320,0.055
11,15337,0.029
11,15362,0.045
11,15369,0.05
11,15374,0.122
11,15400,0.066
11,15442,0.429
11,15479,0.036
11,15502,0.368
11,15515,0.024
11,15517,0.162
11,15530,0.57
11,15535,0.068
11,15537,0.018
11,15551,0.065
11,15567,0.013
11,15612,0.265
11,15615,0.15
11,15661,0.057
11,15689,0.024
11,15704,0.089
11,15710,0.181
11,15741,0.169
11,15743,0.074
11,15774,0.011
11,15788,1.0
11,15791,0.066
11,15799,0.137
11,15806,0.02
11,15809,0.021
11,15813,0.033
11,15832,0.045
11,15836,0.067
11,15847,0.015
11,15871,0.038
11,15889,0.194
11,15893,0.047
11,15894,0.034
11,15900,0.086
11,15926,0.078
11,15968,0.174
11,15970,0.09
11,16055,0.048
11,16066,0.03
11,16068,0.11
11,16188,0.089
11,16231,0.015
11,16295,1.0
11,16304,0.042
11,16313,0.015
11,16322,0.075
11,16325,0.02
11,16327,0.03
11,16337,0.165
11,16350,0.012
12,13,0.192
12,16,0.056
12,23,0.069
12,34,0.015
12,56,0.015
12,62,0.012
12,67,0.036
12,96,0.093
12,124,0.278
12,129,0.871
12,144,0.021
12,145,0.08
12,146,0.035
12,155,0.644
12,168,0.015
12,212,0.04
12,222,0.015
12,242,0.594
12,258,0.061
12,266,0.107
12,271,0.039
12,277,0.087
12,294,0.023
12,301,0.065
12,305,0.078
12,314,0.561
12,322,0.015
12,347,0.051
12,354,0.018
12,373,0.082
12,406,0.024
12,431,0.088
12,434,0.056
12,437,0.948
12,453,0.015
12,478,0.081
12,485,0.036
12,486,0.012
12,494,0.146
12,509,0.023
12,562,0.016
12,564,0.015
12,569,0.15
12,570,0.137
12,599,0.055
12,610,0.04
12,623,0.012
12,656,0.063
12,686,0.089
12,691,0.018
12,714,1.0
12,715,0.694
12,723,0.02
12,772,0.027
12,775,0.021
12,787,0.015
12,794,0.047
12,809,0.067
12,818,0.065
12,825,0.451
12,833,0.516
12,834,0.435
12,835,0.336
12,837,0.068
12,846,0.035
12,851,0.041
12,879,0.203
12,883,0.134
12,897,0.03
12,904,0.053
12,939,0.11
12,943,0.015
12,968,0.023
12,976,0.177
12,977,0.02
12,1007,0.03
12,1044,0.07
12,1051,0.075
12,1052,0.099
12,1059,0.015
12,1066,0.058
12,1085,0.015
12,1146,0.015
12,1159,0.148
12,1189,0.074
12,1242,0.015
12,1252,0.057
12,1285,0.318
12,1343,0.015
12,1363,0.027
12,1388,0.015
12,1393,0.047
12,1394,0.018
12,1395,0.01
12,1397,1.0
12,1398,0.247
12,1405,0.083
12,1411,0.034
12,1442,0.045
12,1447,0.031
12,1480,0.303
12,1502,0.211
12,1519,0.129
12,1523,0.024
12,1536,0.597
12,1542,0.076
12,1555,0.078
12,1558,0.045
12,1564,0.041
12,1595,0.086
12,1605,0.107
12,1651,0.134
12,1655,0.012
12,1699,0.244
12,1731,0.065
12,1743,0.239
12,1748,0.271
12,1767,0.02
12,1768,0.56
12,1778,0.209
12,1781,0.027
12,1794,0.1
12,1810,0.03
12,1848,0.021
12,1856,0.012
12,1865,0.06
12,1867,0.823
12,1870,0.048
12,1897,0.043
12,1937,0.896
12,1988,0.627
12,2006,0.054
12,2007,0.286
12,2023,0.137
12,2038,0.237
12,2053,0.291
12,2075,0.027
12,2112,0.02
12,2118,0.026
12,2140,0.035
12,2145,0.11
12,2148,0.033
12,2157,0.02
12,2167,0.015
12,2169,0.015
12,2171,0.088
12,2176,0.063
12,2182,0.014
12,2220,0.02
12,2224,0.18
12,2254,0.099
12,2269,0.06
12,2295,0.908
12,2355,0.027
12,2364,0.018
12,2400,0.613
12,2402,0.021
12,2408,0.996
12,2424,0.419
12,2430,0.168
12,2469,0.03
12,2498,0.267
12,2545,0.206
12,2547,0.553
12,2553,0.03
12,2556,0.032
12,2567,0.035
12,2586,0.56
12,2602,0.554
12,2629,0.045
12,2645,0.191
12,2670,0.13
12,2676,0.089
12,2681,0.041
12,2710,0.07
12,2713,0.033
12,2723,0.016
12,2732,0.012
12,2737,0.666
12,2744,0.012
12,2759,0.043
12,2770,0.031
12,2773,0.189
12,2779,0.02
12,2792,0.194
12,2846,0.17
12,2886,0.038
12,2935,0.09
12,2948,0.022
12,2970,0.825
12,3009,0.042
12,3011,0.023
12,3014,0.211
12,3079,0.029
12,3084,0.109
12,3110,0.089
12,3113,0.714
12,3115,0.015
12,3122,0.171
12,3154,0.399
12,3158,0.018
12,3189,0.095
12,3196,0.046
12,3203,0.132
12,3212,0.06
12,3225,0.042
12,3247,0.021
12,3270,0.103
12,3288,0.044
12,3294,0.03
12,3308,0.038
12,3315,0.09
12,3331,0.035
12,3358,0.053
12,3389,0.144
12,3391,0.041
12,3397,0.016
12,3407,0.13
12,3408,0.226
12,3446,0.075
12,3455,0.018
12,3465,0.02
12,3510,0.09
12,3525,0.304
12,3546,0.018
12,3574,0.304
12,3582,0.01
12,3583,0.033
12,3587,0.021
12,3608,0.041
12,3611,0.042
12,3615,0.035
12,3663,0.035
12,3683,0.107
12,3695,0.036
12,3718,0.051
12,3741,0.336
12,3749,0.23
12,3763,0.063
12,3798,0.251
12,3821,0.051
12,3822,0.646
12,3831,0.335
12,3842,0.02
12,3858,0.015
12,3870,0.148
12,3883,0.015
12,3898,0.591
12,3899,0.038
12,3908,0.09
12,3953,0.039
12,3970,0.297
12,3978,0.014
12,3994,0.122
12,3996,0.908
12,4005,0.101
12,4010,0.081
12,4047,0.099
12,4107,0.015
12,4120,0.022
12,4139,0.286
12,4258,0.035
12,4271,0.15
12,4281,0.942
12,4302,0.174
12,4315,0.015
12,4318,0.012
12,4340,0.054
12,4376,0.129
12,4391,0.055
12,4408,0.308
12,4429,0.058
12,4440,0.883
12,4468,0.085
12,4469,0.038
12,4483,0.02
12,4527,0.066
12,4542,0.044
12,4544,0.015
12,4545,0.188
12,4550,0.069
12,4556,0.08
12,4559,0.238
12,4569,0.035
12,4590,0.069
12,4596,0.029
12,4601,0.522
12,4602,0.141
12,4604,0.029
12,4656,0.048
12,4740,0.157
12,4742,0.089
12,4760,0.038
12,4764,0.158
12,4770,0.238
12,4787,0.015
12,4789,0.027
12,4809,0.045
12,4821,0.051
12,4825,0.048
12,4830,0.274
12,4841,0.225
12,4903,0.091
12,4926,0.953
12,4930,0.168
12,4948,0.986
12,4960,0.01
12,4962,0.033
12,4978,0.02
12,5018,0.02
12,5026,0.047
12,5053,0.049
12,5077,0.03
12,5085,0.021
12,5098,0.015
12,5113,0.203
12,5137,0.093
12,5140,0.035
12,5144,0.094
12,5179,0.059
12,5212,0.116
12,5230,0.024
12,5239,0.063
12,5240,0.07
12,5260,0.135
12,5267,0.2
12,5283,0.058
12,5309,0.348
12,5338,0.03
12,5348,0.15
12,5356,0.084
12,5366,0.018
12,5384,0.014
12,5392,0.045
12,5455,0.03
12,5494,0.284
12,5526,0.051
12,5544,0.04
12,5565,0.076
12,5567,0.033
12,5584,0.053
12,5597,0.02
12,5614,0.012
12,5639,0.02
12,5645,0.035
12,5659,0.06
12,5717,0.117
12,5733,0.018
12,5736,0.677
12,5760,0.045
12,5783,0.057
12,5801,0.104
12,5806,0.109
12,5820,0.012
12,5846,0.015
12,5848,0.03
12,5850,0.015
12,5892,0.024
12,5902,0.38
12,5927,0.069
12,5935,0.028
12,5947,0.873
12,5951,0.015
12,5959,0.459
12,5998,0.03
12,6002,0.012
12,6024,0.069
12,6041,0.299
12,6042,0.927
12,6048,0.166
12,6055,0.847
12,6060,0.117
12,6073,0.048
12,6110,0.159
12,6161,0.68
12,6175,0.116
12,6189,0.057
12,6206,0.071
12,6210,0.062
12,6218,0.035
12,6247,0.084
12,6251,0.018
12,6252,0.027
12,6255,0.227
12,6261,0.026
12,6270,0.163
12,6279,0.062
12,6293,0.022
12,6297,0.147
12,6304,0.094
12,6318,0.077
12,6339,0.03
12,6352,0.699
12,6354,0.068
12,6362,0.065
12,6371,0.041
12,6372,1.0
12,6394,0.257
12,6399,0.02
12,6400,0.018
12,6406,0.148
12,6425,0.213
12,6430,0.055
12,6433,0.145
12,6450,0.532
12,6494,0.041
12,6531,0.054
12,6546,0.516
12,6548,0.033
12,6551,0.107
12,6555,0.071
12,6562,0.09
12,6583,0.047
12,6607,0.03
12,6639,0.259
12,6673,0.405
12,6700,0.826
12,6709,0.058
12,6727,0.091
12,6742,0.096
12,6754,0.119
12,6780,0.027
12,6803,0.021
12,6824,0.302
12,6826,0.039
12,6837,0.05
12,6850,0.105
12,6867,0.125
12,6898,0.032
12,6909,0.637
12,6935,0.136
12,6939,0.094
12,6953,0.014
12,6992,0.014
12,7011,0.03
12,7013,0.101
12,7027,0.012
12,7093,0.017
12,7115,0.107
12,7122,0.02
12,7191,0.205
12,7261,0.039
12,7264,0.082
12,7266,0.015
12,7275,0.994
12,7288,0.021
12,7295,0.036
12,7300,0.237
12,7303,0.112
12,7365,0.041
12,7376,0.015
12,7410,0.035
12,7414,0.249
12,7443,0.112
12,7447,0.261
12,7452,0.225
12,7485,0.047
12,7487,0.05
12,7494,0.129
12,7521,0.029
12,7535,0.5
12,7536,0.015
12,7546,0.133
12,7547,0.05
12,7593,0.044
12,7613,0.984
12,7614,0.015
12,7644,0.018
12,7666,0.024
12,7678,0.277
12,7708,0.039
12,7779,1.0
12,7802,0.014
12,7811,0.039
12,7815,0.338
12,7818,0.024
12,7834,0.021
12,7840,0.015
12,7853,0.068
12,7883,0.045
12,7898,0.56
12,7901,0.196
12,7904,0.015
12,7914,0.076
12,7920,0.148
12,7931,0.784
12,7970,0.062
12,8001,0.015
12,8016,0.62
12,8026,0.041
12,8035,0.234
12,8056,0.08
12,8070,0.044
12,8102,0.11
12,8122,0.192
12,8129,0.07
12,8132,0.05
12,8143,0.019
12,8164,0.048
12,8177,0.345
12,8208,0.437
12,8244,0.065
12,8266,0.014
12,8271,0.091
12,8282,0.024
12,8285,0.235
12,8293,0.039
12,8294,0.018
12,8309,0.595
12,8330,0.042
12,8368,0.06
12,8398,0.027
12,8408,0.095
12,8430,0.03
12,8439,0.148
12,8447,0.106
12,8453,0.02
12,8454,0.054
12,8464,1.0
12,8492,0.06
12,8516,0.035
12,8519,0.01
12,8538,0.831
12,8539,0.117
12,8561,0.265
12,8578,0.034
12,8587,0.015
12,8588,0.086
12,8592,0.989
12,8600,0.035
12,8601,0.09
12,8618,0.035
12,8620,0.02
12,8624,0.373
12,8677,0.218
12,8685,0.606
12,8692,0.015
12,8693,0.012
12,8700,0.015
12,8722,0.779
12,8728,0.053
12,8764,0.087
12,8787,0.131
