layer,feature,c_vqa,n_vqa,c_vsr,n_vsr,odds_ratio,p_raw,freq_vsr,freq_vqa,freq_diff,p_adj
9,5073,9883,1323088,64457,2701355,3.2480334251686243,0.0,0.0238609882818067,0.007469646765748,0.0163913415160587,0.0
8,1913,44581,1323088,274512,2701355,3.243941074776281,0.0,0.1016201128692822,0.0336946597656391,0.067925453103643,0.0
9,6523,10521,1323088,68432,2701355,3.2425414406188167,0.0,0.0253324720371813,0.0079518520310062,0.017380620006175,0.0
16,3556,6684,1323088,43641,2701355,3.233993937682293,0.0,0.0161552258033468,0.0050518181708246,0.0111034076325222,0.0
13,13021,10228,1323088,66350,2701355,3.232117798056153,0.0,0.0245617477154983,0.0077304003966478,0.0168313473188504,0.0
7,6368,12302,1323088,79320,2701355,3.223296766474666,0.0,0.0293630418808338,0.00929794541255,0.0200650964682838,0.0
8,13646,9446,1323088,61124,2701355,3.219577807726636,0.0,0.0226271630348473,0.0071393588332748,0.0154878042015724,0.0
8,10423,6394,1323088,41561,2701355,3.2177345313208465,0.0,0.0153852418508489,0.0048326339593435,0.0105526078915053,0.0
8,15221,6676,1323088,43273,2701355,3.2101411940882,0.0,0.0160189978732895,0.0050457717098182,0.0109732261634712,0.0
19,5632,6114,1323088,39605,2701355,3.2050478785422545,0.0,0.0146611607878268,0.0046210078241205,0.0100401529637063,0.0
6,7155,9766,1323088,62864,2701355,3.204061870813382,0.0,0.0232712842258792,0.0073812172735298,0.0158900669523494,0.0
25,15646,8171,1323088,52530,2701355,3.1913707761443,0.0,0.0194457966464977,0.0061757041103841,0.0132700925361135,0.0
11,13988,18582,1323088,117349,2701355,3.1881555359376668,0.0,0.0434407917508065,0.0140444173025528,0.0293963744482537,0.0
25,6581,16607,1323088,105188,2701355,3.187465442388996,0.0,0.0389389769208415,0.0125516972416044,0.026387279679237,0.0
10,1804,16841,1323088,106158,2701355,3.1727790380815346,0.0,0.0392980559756122,0.0127285562260408,0.0265694997495713,0.0
25,1941,45195,1323088,272257,2701355,3.169115873556597,0.0,0.1007853466130886,0.0341587256478782,0.0666266209652103,0.0
10,192,16160,1323088,101822,2701355,3.1677915377892725,0.0,0.0376929355823281,0.0122138512328733,0.0254790843494547,0.0
8,7640,11045,1323088,70041,2701355,3.1620010510299643,0.0,0.0259280990465895,0.0083478952269236,0.0175802038196659,0.0
24,897,10467,1323088,66407,2701355,3.1605228601909223,0.0,0.0245828482372735,0.0079110384192132,0.0166718098180602,0.0
